n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,n17,n18,n19,n20,n21,n22,n23,n24,n25,n26,n27,n28,n29,n30,n31,n32
1808,846,310,2,7,51,2,6,1,1,57,4,4,1,21,50,8,1,0,82,23,0,157,50,2,27,6,52,0,0,2,0
1735,744,301,54,8,0,0,2,0,1,8,0,8,100,54,16,2,7,0,54,164,49,21,65,0,88,0,9,0,0,0,0
1783,863,300,0,4,51,0,58,0,0,7,0,6,50,0,94,8,58,0,30,125,0,0,128,50,12,28,6,3,0,0,0
1743,724,258,2,1,1,1,6,2,5,7,52,52,4,0,56,11,16,0,0,125,8,0,124,0,0,87,50,53,0,0,0
2281,874,637,0,0,0,0,0,8,2,0,9,0,6,0,0,65,8,6,50,154,82,0,94,81,0,20,17,6,0,0,0
1769,705,337,1,50,0,0,50,6,0,0,7,0,8,0,0,8,13,8,52,0,208,50,0,118,0,54,85,0,6,0,0
2881,789,654,0,0,1,100,0,8,0,0,9,0,4,2,0,2,112,8,8,0,185,50,0,130,0,0,77,62,0,0,0
4431,1091,632,1,0,0,1,50,2,6,98,2,5,1,8,100,50,8,14,50,8,161,0,0,133,0,0,7,28,0,0,1
5031,854,345,51,11,50,0,0,11,6,1,0,9,0,8,0,14,6,66,104,52,105,89,0,12,121,0,54,26,10,0,0
4764,935,286,1,0,0,0,0,50,6,0,0,9,0,2,4,0,0,8,110,0,50,164,0,0,180,1,50,8,31,0,0
4395,978,276,60,1,0,0,100,50,0,0,0,2,5,50,58,1,98,4,14,6,0,133,4,0,132,0,0,56,25,5,0
4497,1093,252,12,0,2,41,2,1,0,0,0,0,7,0,56,1,51,0,62,26,102,140,6,2,58,99,0,6,0,34,0
3477,1068,243,6,8,2,50,0,0,0,50,0,0,6,1,2,3,46,1,14,50,6,50,135,56,0,92,34,16,6,27,0
3850,1530,377,6,5,4,1,0,2,2,0,0,0,8,1,51,9,51,0,2,152,2,6,106,0,8,156,30,0,0,0,32
3803,1363,400,1,9,98,138,49,1,1,0,0,0,0,6,1,101,6,0,0,8,50,101,131,7,0,80,32,0,0,0,24
2498,1096,363,4,12,1,25,1,8,2,10,50,0,0,4,0,9,44,8,48,4,2,0,68,40,0,4,47,0,0,0,1
2998,1286,378,6,6,2,12,0,3,47,0,0,0,0,6,0,1,7,2,28,5,4,18,54,114,8,48,125,49,1,0,0
2988,1293,322,109,3,9,0,6,26,1,0,0,0,0,51,5,3,4,5,0,0,4,6,0,153,24,101,179,53,4,0,0
2759,1149,486,2,56,6,43,8,0,0,0,0,0,50,50,4,1,0,48,0,0,58,6,0,113,156,8,38,66,0,0,0
2644,1218,361,51,6,6,3,0,6,1,50,50,0,0,0,8,1,50,56,0,50,6,2,6,0,113,29,0,134,0,0,0
1551,581,180,8,6,4,2,0,7,57,1,0,50,0,1,0,10,6,2,1,0,6,0,5,0,67,63,47,22,1,0,0
55,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
