n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,n17,n18,n19,n20,n21,n22,n23,n24,n25,n26,n27,n28,n29,n30,n31,n32
1552,1166,416,2,0,7,0,5,131,4,1,0,0,2,6,12,2,3,0,14,0,8,0,8,0,7,32,0,0,0,0,0
1530,1206,408,2,0,6,0,6,31,82,2,0,0,0,8,2,14,0,1,16,0,8,0,5,0,1,26,11,0,0,0,0
1451,1038,503,29,0,7,1,4,0,100,1,0,0,0,8,0,10,6,1,0,14,0,5,8,0,0,5,34,0,0,0,0
1454,953,391,159,0,0,6,0,1,131,0,1,0,0,4,4,8,2,4,0,14,0,8,2,6,0,0,33,7,0,0,0
1508,1038,443,132,0,1,2,0,0,115,22,1,0,0,0,6,6,0,4,4,14,2,6,2,8,1,0,3,38,0,0,0
1435,889,407,138,0,2,2,1,0,0,116,0,1,0,0,6,0,8,0,2,6,10,0,4,6,0,0,0,38,3,0,0
1668,876,508,6,99,0,6,0,1,1,85,0,1,0,0,4,2,7,0,0,0,25,0,7,8,0,0,0,2,33,0,0
3535,844,493,7,62,0,5,0,1,2,74,0,0,0,0,0,9,8,2,0,0,10,10,0,4,8,0,0,0,30,0,0
3569,986,512,5,94,0,3,4,3,1,47,57,0,0,0,0,9,8,0,0,0,6,12,6,8,6,2,0,0,2,31,0
3606,822,613,6,97,30,0,6,0,0,0,81,0,0,0,0,6,4,4,0,0,0,6,6,12,2,6,0,0,0,31,0
3489,768,592,0,2,95,0,2,0,0,0,103,0,0,0,0,1,3,5,0,0,0,2,0,2,2,2,0,0,0,0,24
3757,767,545,2,3,120,0,0,5,1,0,81,0,0,0,0,8,1,1,1,0,1,0,0,1,0,0,0,0,0,0,32
3812,859,671,0,0,133,1,0,0,1,0,64,64,0,0,0,1,0,0,0,0,0,0,0,29,0,0,0,0,1,0,0
3210,987,498,1,0,33,66,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0
3532,1282,660,6,2,3,128,0,6,0,4,0,103,0,0,1,1,2,3,0,0,0,0,0,2,26,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1061,428,189,1,0,0,33,0,0,3,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
2306,1151,300,3,6,4,13,75,4,1,1,0,0,88,0,0,12,5,1,0,0,0,0,0,0,0,23,2,0,0,0,0
1921,875,236,6,8,7,3,60,3,5,6,0,0,71,0,2,4,2,1,4,4,0,0,0,1,4,0,25,5,0,0,0
1015,336,79,2,6,3,1,35,7,2,5,0,3,31,0,0,10,5,0,0,3,0,0,0,0,2,0,10,2,2,0,0
1760,914,218,2,8,6,0,70,22,1,5,0,4,0,59,0,3,3,1,0,8,0,0,0,0,5,0,0,29,0,0,0
2299,1365,272,0,4,10,0,7,133,0,3,2,0,8,120,0,0,1,0,0,13,0,0,0,0,4,2,0,35,0,0,0
2294,1084,268,1,0,14,0,4,95,3,0,8,0,2,128,0,0,0,1,0,10,6,0,0,0,0,8,0,2,26,0,0
1077,711,160,6,3,8,2,0,68,12,0,3,0,0,4,57,3,6,0,0,0,3,0,0,0,0,6,0,0,16,0,0
