n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,n17,n18,n19,n20,n21,n22,n23,n24,n25,n26,n27,n28,n29,n30,n31,n32
987,542,121,3,0,2,14,0,7,5,10,4,2,3,6,0,7,5,0,0,0,0,0,0,97,0,0,4,5,1,16,8
1026,348,237,3,0,0,16,3,6,3,15,0,8,0,6,4,2,5,0,0,0,0,0,0,86,0,0,7,6,1,0,29
1146,693,168,2,1,0,5,6,1,13,15,3,7,0,7,7,2,11,0,0,0,0,0,0,109,3,0,0,6,6,0,21
985,492,201,52,0,0,0,6,0,2,8,6,5,0,3,9,1,1,6,0,0,0,0,0,27,105,0,0,4,2,0,0
877,413,132,71,0,0,1,7,2,5,2,10,0,8,0,7,3,1,3,7,0,0,0,0,16,90,0,0,8,1,0,0
269,137,38,39,0,1,0,3,1,0,4,3,0,2,0,2,2,4,2,1,0,0,0,0,0,29,0,0,2,0,0,0
293,62,19,14,4,0,0,1,3,1,3,3,2,1,2,0,8,1,1,0,1,0,0,0,0,10,1,0,0,0,0,0
70,14,6,0,2,0,1,0,2,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,9,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
3438,639,161,0,70,1,1,0,3,7,0,0,12,0,8,0,1,11,1,0,0,0,0,0,4,0,61,50,0,0,0,0
3798,821,158,4,118,11,0,0,0,9,1,0,14,0,8,4,1,2,15,0,0,0,0,0,0,6,2,138,0,0,0,0
4108,976,150,8,2,101,0,0,0,4,2,0,10,4,0,16,2,2,14,0,0,0,0,0,0,0,4,211,27,0,0,0
3433,822,121,4,3,131,0,0,5,2,8,1,0,16,0,12,6,1,4,12,0,1,0,0,1,0,0,121,32,0,0,0
3935,1158,164,9,8,121,2,1,2,1,9,0,0,6,6,0,15,5,1,13,0,0,0,0,0,0,0,25,106,24,0,0
4577,1759,140,9,14,55,51,1,4,6,4,2,0,7,6,0,15,6,0,5,8,0,0,0,0,0,0,0,104,20,0,0
4129,1595,149,7,11,0,120,1,6,1,1,6,0,9,0,5,12,7,0,1,10,2,0,0,0,0,0,0,110,2,32,0
2920,1713,171,10,9,5,118,1,1,3,1,5,0,2,7,6,3,11,3,0,5,6,0,0,0,0,0,0,84,8,23,0
3176,1768,185,10,2,6,108,3,1,0,0,8,0,0,8,0,7,4,6,0,3,12,2,0,0,0,0,0,0,114,2,27
2934,1505,250,9,1,4,0,126,8,4,0,0,6,0,6,0,8,10,9,0,0,9,6,0,0,0,0,0,0,0,0,29
1986,1590,153,7,5,10,0,91,2,8,2,0,6,0,6,0,3,9,2,7,0,8,7,2,19,0,0,0,0,0,0,7
1606,953,93,6,13,3,4,65,7,3,1,4,6,1,1,2,2,10,6,3,0,0,5,4,16,0,1,0,0,0,0,0
1663,1200,198,4,7,3,4,81,43,6,3,2,5,3,0,4,1,3,10,0,4,0,4,4,7,17,0,0,0,0,0,0
1454,1237,128,12,5,8,8,0,84,3,0,1,3,11,0,5,3,10,10,2,4,0,8,1,6,19,0,0,0,0,0,0
1707,1310,363,0,0,9,0,6,112,2,0,0,1,8,6,8,0,1,4,8,6,2,6,2,1,24,15,0,0,0,0,0
