n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,n17,n18,n19,n20,n21,n22,n23,n24,n25,n26,n27,n28,n29,n30,n31,n32
1515,596,231,10,6,0,53,6,9,0,0,0,8,12,6,56,6,50,8,0,20,0,137,50,50,0,50,50,129,32,0,0
1543,504,227,58,8,0,17,40,7,0,0,0,6,50,12,60,50,8,8,0,50,0,134,0,0,0,50,0,74,115,12,0
1525,597,257,50,64,0,1,4,8,1,0,0,6,52,8,65,0,6,6,2,0,0,153,6,50,50,0,0,51,34,34,0
1566,574,272,50,16,47,0,1,52,6,1,0,0,8,8,54,8,2,57,57,0,0,67,70,0,0,0,0,50,0,21,10
1461,677,238,0,6,10,52,100,0,58,1,0,1,6,6,0,10,4,58,58,0,0,0,135,2,0,0,50,49,0,0,31
1477,746,321,0,0,14,0,0,1,6,50,1,50,57,58,0,8,6,6,10,0,0,0,180,11,0,0,0,0,0,0,27
1438,759,239,0,0,10,4,0,1,4,4,65,36,2,62,2,48,0,8,10,4,50,0,225,39,0,50,0,0,0,0,0
1841,691,459,2,50,8,8,0,1,0,8,50,51,0,8,6,0,8,0,14,8,50,50,3,119,4,0,50,50,0,0,0
1963,761,342,1,0,6,6,6,48,52,60,0,48,1,4,7,1,9,0,50,71,0,0,49,173,34,0,0,0,0,0,0
1458,600,359,1,0,2,6,6,0,1,54,2,0,1,6,8,51,57,0,0,14,4,0,49,112,91,1,47,51,50,0,0
1963,674,356,2,0,0,8,2,6,52,0,8,0,90,1,16,50,4,4,50,52,16,54,50,108,21,28,1,1,0,0,0
1881,659,168,98,50,0,7,0,106,50,1,8,0,49,1,14,50,0,8,50,0,14,4,5,0,118,89,0,0,0,0,0
1690,453,188,227,0,47,8,0,9,0,1,6,0,0,0,113,2,0,8,0,0,14,0,3,4,121,69,69,0,0,0,0
1676,563,195,125,0,0,0,6,51,8,1,0,53,0,4,46,67,0,0,57,0,4,12,0,4,123,50,40,43,0,0,0
1762,621,201,88,38,0,0,8,0,9,0,1,8,0,0,0,17,50,0,58,0,100,16,49,50,34,60,31,10,50,0,0
1846,546,176,45,115,50,0,8,0,95,0,51,56,0,0,50,12,1,0,83,4,0,10,6,0,0,129,2,37,0,0,0
1647,774,258,0,117,0,0,8,0,50,4,1,52,6,0,0,62,4,0,50,57,50,6,8,50,0,121,6,32,5,0,0
1572,476,173,50,175,2,0,4,2,0,8,0,1,8,74,0,8,8,1,50,58,50,2,10,2,0,172,0,16,32,0,0
1545,499,204,50,36,86,0,0,48,50,4,4,51,8,26,0,0,12,51,50,2,6,0,8,8,6,54,100,2,40,0,0
1546,591,196,0,0,124,0,0,8,0,50,8,0,2,4,50,0,66,0,1,0,8,0,8,58,0,0,175,50,0,31,0
1542,604,72,50,0,135,0,50,6,0,0,8,1,50,8,0,0,8,58,1,0,58,0,6,2,6,0,122,50,0,34,0
1494,634,140,4,0,110,54,0,106,2,0,2,56,1,8,0,98,6,8,0,1,4,52,0,8,58,0,90,0,0,7,24
1344,599,117,4,3,22,95,0,0,56,99,0,6,1,4,54,1,10,6,0,0,49,57,0,6,2,56,0,116,0,0,32
1324,718,123,1,4,2,112,0,46,8,0,0,4,1,1,5,0,51,4,52,50,1,8,0,24,0,6,100,99,0,0,12
