n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,n17,n18,n19,n20,n21,n22,n23,n24,n25,n26,n27,n28,n29,n30,n31,n32
719,52,24,0,7,2,6,0,6,0,0,6,6,6,0,0,0,0,6,0,0,6,4,4,0,8,0,0,0,0,0,0
789,65,20,0,1,8,4,2,0,6,0,8,6,6,0,0,0,0,8,0,0,4,4,6,0,6,0,0,0,0,0,0
814,63,24,0,1,6,0,2,0,8,0,4,2,12,4,0,0,1,0,8,0,0,6,8,0,4,4,0,0,0,0,0
837,61,18,0,0,1,8,0,0,6,0,0,8,8,8,0,0,0,0,6,0,0,10,7,0,0,6,0,0,0,0,0
778,78,11,0,0,1,6,2,0,6,0,0,8,6,2,6,0,0,0,8,0,0,0,12,4,0,8,0,0,0,0,0
831,101,4,0,0,2,0,8,0,4,4,0,0,10,4,6,0,1,0,4,4,0,0,7,6,0,4,4,0,0,0,0
586,62,5,0,1,0,1,4,3,0,5,0,0,8,5,6,2,0,0,0,4,0,0,1,7,0,0,4,0,0,0,0
775,80,7,0,0,0,1,0,6,0,6,0,0,6,6,0,6,0,0,0,8,0,0,0,14,0,0,6,0,0,0,0
991,47,16,0,2,0,0,0,7,2,8,0,0,2,11,0,5,3,0,0,4,0,0,0,8,2,0,6,2,0,0,0
837,52,40,1,0,0,0,1,0,8,4,1,0,0,7,6,0,6,0,0,0,4,0,0,0,16,0,0,8,0,0,0
880,32,36,2,0,0,0,1,0,2,6,8,0,0,3,11,0,8,0,0,0,6,0,0,0,11,0,0,8,0,0,0
764,300,36,0,0,0,0,0,0,0,4,2,0,0,0,2,0,0,4,0,0,2,0,0,0,6,2,0,2,0,0,0
718,39,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
735,53,41,15,0,0,0,0,0,0,0,14,0,0,0,6,10,0,1,8,0,0,6,0,0,0,15,0,0,2,0,0
694,48,41,8,6,0,0,0,2,0,0,6,7,0,0,0,11,0,0,6,0,0,6,0,0,0,8,5,0,0,0,0
787,68,28,0,15,0,0,0,0,1,0,0,14,0,0,0,11,0,0,4,4,0,3,2,0,0,6,8,0,0,0,0
960,75,11,0,6,7,0,0,0,1,0,0,6,8,0,0,7,6,0,0,8,0,0,8,0,0,2,9,4,0,0,0
884,50,7,0,8,7,2,0,0,1,0,0,8,4,4,0,0,14,0,0,6,2,0,6,0,0,0,6,8,0,0,0
843,47,33,1,0,8,7,0,0,0,1,0,6,0,6,0,0,11,2,0,0,8,0,8,0,0,0,8,6,0,0,0
550,28,33,0,0,4,1,0,1,0,0,0,0,4,2,4,0,4,4,0,0,4,0,0,5,0,0,4,0,6,0,0
32,31,39,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
46,37,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,17,18,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,40,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
