n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,n17,n18,n19,n20,n21,n22,n23,n24,n25,n26,n27,n28,n29,n30,n31,n32
283,23,10,1,2,0,0,1,5,3,0,3,1,19,0,0,1,7,0,2,0,69,0,3,0,0,0,0,0,1,0,0
426,32,20,0,2,6,0,1,7,0,0,1,0,1,1,0,8,6,0,3,0,2,0,0,2,0,0,0,0,0,0,0
1106,42,19,0,6,58,1,0,11,8,4,2,5,9,1,71,49,12,1,2,7,5,74,0,8,0,0,1,0,0,0,0
674,46,41,0,3,8,0,0,1,14,4,0,2,1,9,0,1,10,0,18,1,2,1,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
704,35,15,0,1,1,18,1,3,0,8,1,1,3,1,2,31,70,0,0,5,6,0,0,1,0,3,1,0,0,0,0
865,35,41,0,4,1,1,3,1,0,6,8,2,12,1,3,1,9,2,0,4,5,0,5,0,0,0,0,0,0,0,0
3,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1571,59,53,1,7,1,4,7,15,0,5,0,12,77,0,4,5,20,0,8,72,6,1,1,6,0,1,0,53,0,0,0
5755,201,214,105,6,2,6,9,57,3,10,102,80,60,79,8,84,59,3,10,39,17,17,4,106,2,2,1,7,9,0,0
4652,233,79,3,66,2,79,13,68,83,2,11,1,21,1,1,78,54,4,4,132,14,7,1,19,7,104,3,3,2,0,1
4689,169,68,3,78,3,73,13,1,47,0,16,1,16,82,1,40,54,5,5,74,22,7,15,12,9,1,2,4,75,0,2
4652,287,149,0,7,1,2,70,12,51,0,13,2,2,15,1,79,53,75,0,96,81,17,12,3,17,3,3,5,0,0,0
4318,377,100,22,25,2,74,2,13,84,40,6,7,73,84,8,3,55,3,3,105,3,101,10,4,16,6,3,9,0,1,1
4830,516,180,91,15,4,2,0,10,2,171,1,51,4,12,13,75,51,11,3,2,3,61,17,82,18,4,3,119,4,0,0
5346,679,219,183,5,1,0,2,4,9,96,33,13,75,3,19,20,57,4,12,1,1,87,9,36,2,19,10,69,3,0,2
4173,404,93,3,18,1,1,0,7,18,2,127,13,1,75,9,13,79,6,3,5,140,50,13,20,14,12,81,117,2,5,2
4208,363,71,1,121,6,1,0,5,68,2,47,16,8,38,2,15,401,9,4,9,1,74,20,9,22,10,79,54,12,4,3
2942,315,56,3,5,78,9,73,4,5,8,3,43,12,74,2,83,47,9,9,4,13,3,114,5,6,9,8,10,138,1,2
242,30,0,0,1,4,0,0,2,0,0,0,0,3,0,0,3,5,0,0,0,4,0,0,0,0,0,0,1,49,0,0
387,40,3,1,1,0,0,0,0,0,0,0,0,2,0,0,0,8,1,1,0,0,1,0,4,1,0,0,5,26,0,1
1945,142,13,1,0,0,4,8,0,2,0,6,0,21,5,0,1,30,11,12,3,5,0,2,5,7,7,0,17,163,0,2
1074,76,9,0,3,0,0,8,3,0,0,4,0,16,4,0,3,12,0,4,0,5,0,1,4,2,3,1,17,122,0,2
