n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,n17,n18,n19,n20,n21,n22,n23,n24,n25,n26,n27,n28,n29,n30,n31,n32
358,321,247,28,0,0,0,0,0,0,0,0,8,28,17,28,0,0,0,28,0,28,0,0,56,28,28,0,0,0,0,0
372,306,163,28,0,0,0,0,0,28,0,0,8,0,46,0,0,0,0,28,0,0,0,28,2,27,0,56,0,0,0,0
324,310,239,0,0,0,28,0,56,0,0,28,6,28,21,0,1,0,0,0,0,28,0,0,0,52,28,0,0,0,0,0
368,336,178,0,28,0,0,0,0,26,0,56,8,28,6,40,28,0,0,0,0,0,0,0,0,35,22,0,0,0,0,0
397,341,169,28,23,0,0,0,29,2,0,0,0,6,28,18,0,0,0,0,0,0,0,0,28,0,27,28,0,0,0,0
365,328,254,1,0,0,0,28,19,0,28,0,0,8,0,44,0,0,48,0,0,0,0,0,0,0,14,15,9,0,0,0
438,352,143,0,0,28,0,0,0,28,0,0,0,8,0,15,2,0,0,0,0,0,28,28,0,0,0,53,30,0,0,0
736,463,199,35,52,0,60,0,0,9,21,0,46,4,33,0,22,0,0,10,0,0,50,30,50,28,33,24,18,0,0,0
1231,651,285,0,0,0,50,50,0,50,0,50,0,48,125,0,127,0,0,50,0,0,0,0,99,0,0,0,30,0,0,0
1219,864,401,0,0,3,51,0,4,0,50,0,0,0,107,43,126,1,0,0,0,0,43,0,97,0,0,0,24,7,0,0
920,624,377,50,0,2,0,0,0,2,51,0,0,1,116,0,19,87,0,50,0,0,0,52,0,0,0,50,100,29,1,0
1070,686,287,1,22,20,0,0,0,0,0,0,0,50,29,77,0,153,0,0,95,0,0,0,0,47,0,0,0,83,0,0
1059,684,265,0,0,0,0,0,0,0,49,48,50,0,0,97,42,123,0,0,0,50,0,0,0,99,0,0,0,0,32,0
828,707,229,50,0,1,0,0,0,51,0,0,0,48,0,112,0,110,43,0,50,0,0,44,0,1,48,0,44,0,30,0
1159,805,204,0,1,0,0,0,0,0,0,0,0,0,0,114,44,0,119,0,0,50,0,0,85,0,0,0,100,50,8,26
867,747,233,0,0,0,0,0,47,0,0,0,92,0,0,39,66,51,116,0,0,0,0,0,1,48,0,0,0,0,0,30
825,811,357,1,50,0,0,0,0,37,0,0,0,0,0,0,102,1,120,0,50,0,0,50,21,0,0,47,0,0,0,8
809,899,254,0,1,50,48,50,1,0,1,0,0,0,40,0,96,0,53,90,0,50,0,0,32,0,0,0,0,0,0,0
797,578,253,1,0,1,51,0,0,32,48,0,0,50,0,92,104,3,0,156,0,0,0,0,46,13,0,0,0,0,0,0
670,797,245,1,0,0,0,50,0,50,0,0,48,39,0,0,38,100,0,111,0,88,0,0,0,28,0,0,0,0,0,0
699,506,235,0,0,48,0,0,0,0,0,45,0,0,0,0,26,90,0,109,16,0,47,0,46,13,9,50,50,0,0,0
586,578,201,50,0,1,1,2,42,0,50,0,0,0,0,0,0,102,0,0,128,40,0,0,0,38,59,0,0,0,0,0
767,712,241,0,0,101,0,26,0,0,0,36,0,0,0,50,0,186,26,0,124,0,0,0,0,0,30,2,50,0,0,0
822,673,379,0,0,0,0,0,50,0,0,0,50,0,0,0,0,0,190,0,120,0,0,50,50,0,0,33,0,0,0,0
