n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,n17,n18,n19,n20,n21,n22,n23,n24,n25,n26,n27,n28,n29,n30,n31,n32
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1693,378,163,6,35,5,2,0,26,8,4,0,13,0,1,0,48,10,2,0,1,0,5,2,2,34,1,0,1,0,6,0
1148,137,39,7,17,1,1,1,16,3,1,0,1,0,2,16,20,5,1,0,0,0,0,1,3,1,1,0,1,0,4,0
115,5,0,1,1,0,0,0,2,1,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
3255,1474,373,25,21,55,2,50,10,7,7,0,15,65,43,3,68,126,1,2,1,51,38,5,30,2,8,0,0,0,1,4
3165,1655,391,60,0,60,4,0,1,1,6,0,50,174,37,6,4,101,1,0,1,0,50,1,96,51,6,5,0,0,0,0
2916,1702,469,14,42,14,55,39,1,15,52,4,0,118,50,6,2,142,1,50,51,0,0,1,17,31,8,0,7,1,0,0
2040,805,251,7,3,6,7,53,18,3,0,6,10,73,5,7,57,117,47,2,0,2,0,0,7,32,2,4,0,0,0,0
2609,1046,335,6,55,16,10,8,3,5,0,5,50,0,202,0,6,31,85,0,0,1,1,0,1,14,25,57,0,0,1,0
2792,1249,418,60,11,2,61,8,1,0,50,54,5,0,114,0,10,53,156,0,0,0,1,0,0,6,82,19,2,0,0,0
218,37,11,0,0,1,19,0,1,33,0,0,0,0,5,0,0,0,0,0,0,2,2,0,0,0,3,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
