n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,n17,n18,n19,n20,n21,n22,n23,n24,n25,n26,n27,n28,n29,n30,n31,n32
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272,3,2,0,0,0,4,0,0,2,0,2,0,2,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0
738,25,5,0,0,0,4,0,0,4,0,2,0,2,0,0,3,0,0,0,2,0,0,0,26,2,0,26,0,0,0,0
3387,196,91,13,12,21,13,9,97,1,2,65,0,0,10,48,14,44,5,7,9,2,0,3,0,8,6,1,62,2,1,1
4514,252,196,21,8,5,104,9,5,2,7,62,46,4,12,3,12,128,9,32,15,10,1,15,63,81,2,64,1,1,0,2
5043,317,85,14,10,1,48,12,12,2,4,4,2,1,2,10,70,128,5,3,16,71,2,5,4,0,15,3,2,1,0,0
3554,212,227,4,12,1,30,11,12,2,4,7,0,0,0,12,1,83,11,5,11,12,3,0,14,0,9,0,0,1,0,0
1487,110,59,0,10,0,0,57,5,67,17,0,0,0,0,7,1,5,0,4,0,9,2,0,3,0,3,4,0,0,0,0
1801,237,136,5,10,7,2,7,13,3,1,1,2,9,1,0,7,25,0,0,4,10,0,0,7,57,0,9,0,2,0,0
1116,77,54,0,0,10,0,4,21,2,0,0,0,0,0,0,56,0,0,0,5,4,4,0,0,4,0,2,24,0,0,0
10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1592,117,96,0,0,6,56,2,8,6,0,51,0,0,49,0,6,0,0,0,0,0,61,6,0,8,50,0,54,4,0,0
1683,142,114,0,0,2,6,6,0,14,52,1,0,0,50,50,0,6,0,45,0,0,12,7,6,6,50,50,50,2,0,0
1557,184,60,50,0,50,7,8,0,56,6,51,0,0,0,0,0,8,31,0,0,0,0,12,8,0,8,100,0,0,0,0
885,135,40,50,0,0,4,52,2,4,4,0,0,0,0,0,0,4,0,50,0,0,50,4,9,0,4,0,0,0,0,0
76,80,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
