n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,n17,n18,n19,n20,n21,n22,n23,n24,n25,n26,n27,n28,n29,n30,n31,n32
988,546,172,1,1,8,2,2,50,46,1,6,2,0,0,56,3,0,0,0,0,6,0,0,0,0,0,0,0,0,18,0
1500,1014,264,8,1,4,10,1,4,132,2,0,4,0,0,104,5,1,0,1,0,10,2,0,0,0,0,8,0,0,30,0
1521,834,262,20,0,2,10,0,1,141,0,1,8,0,0,92,30,8,1,1,0,6,10,0,0,0,0,8,0,0,11,17
1494,798,279,12,9,0,5,0,4,130,0,0,4,1,0,0,113,2,7,1,0,0,14,0,0,0,0,4,0,0,0,33
1388,785,252,14,4,4,8,0,0,13,78,0,2,6,0,0,100,1,6,2,1,0,12,0,11,3,0,3,4,0,0,15
1482,758,288,11,9,6,7,0,2,1,105,0,0,7,0,0,95,0,0,8,1,0,4,9,29,13,0,1,6,0,0,0
515,259,34,0,6,3,0,2,1,0,33,0,0,2,0,0,31,0,0,0,0,0,2,2,7,0,0,0,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2605,565,233,0,3,6,1,0,5,1,0,81,6,0,1,6,3,57,6,0,0,0,1,8,14,1,13,1,0,0,0,0
3189,829,464,4,2,9,7,6,9,2,7,103,4,0,0,2,2,4,111,0,0,0,1,8,15,2,10,15,0,0,0,0
1979,563,164,5,0,1,2,5,0,2,0,0,65,5,0,0,1,3,55,0,0,0,1,0,4,4,4,20,0,0,0,0
3276,936,280,6,0,2,6,6,4,1,1,0,100,4,2,0,1,1,97,0,0,0,0,0,6,6,0,20,16,0,0,0
2098,774,189,8,6,2,2,2,1,0,0,0,48,1,2,0,3,2,13,35,0,0,0,0,4,0,0,0,32,0,0,0
2292,1006,208,0,9,4,1,5,7,2,0,1,69,0,4,2,2,2,0,38,0,1,0,1,4,0,4,0,10,18,0,0
2027,960,194,0,10,0,0,0,5,1,0,0,0,51,0,4,3,3,0,60,0,0,0,0,0,2,1,1,0,25,0,0
2479,1450,340,13,11,0,0,0,14,5,0,0,0,69,0,0,4,1,0,70,19,0,0,0,0,4,4,0,0,10,20,0
2506,1497,371,19,9,9,1,0,12,7,0,0,0,104,0,0,5,4,1,0,101,0,0,0,1,6,2,3,0,0,25,0
2463,1579,333,14,8,13,0,0,7,16,3,0,0,74,57,0,0,11,0,0,126,1,0,0,0,9,0,6,0,1,11,20
2158,1355,286,14,6,9,4,4,1,12,8,0,0,0,129,0,0,5,2,0,123,0,0,0,0,3,4,8,0,0,0,31
2208,1262,279,2,16,10,2,4,4,12,8,0,0,0,95,0,1,1,8,0,63,67,0,0,20,1,8,2,4,0,0,13
1817,1140,283,0,14,11,9,0,6,23,3,5,0,0,117,0,1,2,5,4,0,72,1,0,26,0,9,0,6,0,0,0
1020,564,134,3,7,7,2,0,0,6,7,5,1,1,21,66,0,3,0,4,0,59,0,0,8,2,5,0,4,0,0,0
251,126,42,1,0,2,0,0,0,1,3,0,0,0,0,35,0,0,0,0,2,20,0,0,0,5,0,0,0,1,0,0
