n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,n17,n18,n19,n20,n21,n22,n23,n24,n25,n26,n27,n28,n29,n30,n31,n32
1516,589,330,0,60,12,6,0,0,50,1,50,8,0,0,0,50,1,50,0,8,6,0,2,156,30,0,67,68,6,34,0
1611,719,205,0,8,11,6,4,50,1,1,0,54,3,0,0,0,1,0,0,6,56,4,50,56,166,0,0,119,0,3,28
1341,686,213,0,8,6,56,4,0,41,0,51,0,9,50,0,46,4,0,0,50,8,8,0,0,178,1,0,116,0,0,32
980,410,172,0,4,10,53,42,0,1,1,0,4,4,0,0,1,1,1,0,0,4,6,0,15,62,27,0,70,0,0,4
16,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,77,13,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,12,1,0,0,1,0
834,273,144,2,1,13,2,4,3,2,2,0,1,0,1,4,0,1,0,1,0,0,0,6,0,9,57,1,0,1,0,0
1612,408,182,10,2,2,4,2,9,2,0,0,1,0,0,1,5,3,0,0,0,0,1,4,4,16,36,1,4,0,1,0
1972,643,250,19,4,6,4,2,9,4,1,0,1,1,0,0,10,8,1,0,0,0,0,1,9,0,42,23,6,0,0,0
1933,440,198,14,4,5,2,5,6,4,5,0,0,1,1,0,8,4,37,0,76,0,0,0,37,4,17,23,0,0,0,0
3717,739,306,1,10,0,50,4,4,6,0,0,50,78,0,50,6,6,0,0,49,20,0,0,8,6,0,102,0,0,0,0
3490,747,306,0,9,0,22,43,3,8,0,0,0,0,0,50,51,4,2,0,0,0,0,0,2,10,52,102,28,0,0,0
3403,678,288,47,8,52,0,49,5,7,1,0,0,4,0,0,4,1,8,0,51,0,0,0,0,6,3,73,81,35,0,0
4264,971,314,37,2,59,0,50,4,51,4,47,0,0,0,0,56,2,3,44,0,0,0,0,1,6,4,4,162,15,0,0
3992,1346,278,146,8,6,0,0,1,1,36,22,0,0,0,0,1,0,36,11,0,50,0,50,0,4,3,58,135,34,0,0
2276,850,228,88,52,11,4,2,4,23,6,24,0,0,0,0,38,2,22,1,8,0,0,0,0,0,26,0,132,7,2,0
1772,773,124,130,0,0,14,22,1,1,22,26,22,0,0,0,0,0,1,0,5,4,22,0,0,0,4,0,22,115,2,0
2746,1231,253,25,122,0,8,8,0,51,0,8,50,0,0,0,50,52,0,0,0,7,22,50,0,0,2,27,50,4,9,19
2468,1232,298,12,153,0,51,12,48,2,50,2,6,0,0,43,0,0,0,0,0,7,47,0,0,0,0,56,0,0,0,23
812,333,85,10,24,3,0,29,2,3,1,0,0,0,0,0,1,1,32,0,1,0,2,8,0,0,0,2,0,0,0,5
1887,925,155,22,60,43,2,3,6,4,1,12,2,0,0,0,4,2,0,1,1,16,1,5,52,94,50,57,4,0,0,0
2495,1192,364,22,11,134,72,0,58,1,8,0,0,8,0,0,49,1,0,79,0,90,0,8,22,5,50,0,8,0,0,0
1442,598,230,4,11,102,0,0,7,4,4,4,0,2,0,20,0,0,1,80,0,0,0,1,2,18,0,0,58,0,0,0
1521,699,368,6,14,201,45,1,3,0,0,4,48,6,0,0,6,22,0,50,50,1,0,0,5,55,4,0,54,0,0,0
