n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,n17,n18,n19,n20,n21,n22,n23,n24,n25,n26,n27,n28,n29,n30,n31,n32
1866,1037,369,12,0,50,9,10,6,0,58,52,6,8,0,0,0,0,0,4,2,50,106,116,55,0,50,0,27,0,0,0
1460,973,290,8,51,2,8,2,28,8,4,0,4,0,41,50,0,55,50,0,6,51,85,49,58,0,0,0,7,19,0,0
1626,983,300,54,7,0,3,5,5,2,6,6,8,46,36,72,51,52,0,0,4,4,117,8,128,0,0,0,45,25,0,0
1641,1077,371,0,56,1,0,10,0,3,5,12,53,3,4,2,1,50,0,0,0,8,75,93,161,95,1,0,50,14,12,0
1686,1046,398,0,6,2,0,8,0,50,50,10,4,6,0,108,0,0,0,0,0,50,6,111,128,36,0,0,0,0,30,0
1665,1011,447,33,0,7,0,59,1,50,0,5,8,8,50,6,0,1,0,50,0,50,8,102,6,128,6,0,44,0,22,7
2906,955,405,2,53,18,2,1,12,50,51,0,8,10,6,2,32,0,1,0,1,0,0,131,8,150,58,47,0,0,0,36
4217,817,482,0,0,2,7,0,9,1,0,0,6,50,12,4,156,0,1,0,0,148,0,4,151,161,4,0,50,0,0,23
5624,1055,469,2,4,1,6,0,9,1,1,0,4,54,6,4,10,8,0,1,0,1,0,74,214,85,125,55,44,1,0,2
4080,939,568,24,50,50,2,6,0,9,0,0,0,6,6,2,2,12,52,50,0,0,0,50,147,21,153,4,50,0,0,0
4370,1006,478,58,8,0,1,56,60,11,54,0,50,8,0,6,59,3,12,4,1,0,42,0,65,135,138,7,4,1,0,0
3865,1074,499,10,0,0,0,2,6,2,54,0,0,52,52,8,2,52,47,2,56,0,50,0,0,140,72,91,4,0,0,0
3502,902,375,3,57,50,0,50,99,50,9,0,0,0,8,6,0,1,0,6,2,56,0,0,1,186,39,129,8,0,0,0
3740,1065,427,10,61,1,51,0,5,5,8,3,0,0,6,0,14,1,50,4,4,0,4,2,50,184,38,115,58,54,0,0
4199,1249,382,10,16,3,52,0,11,10,1,7,52,37,4,2,63,0,3,50,6,50,0,4,2,40,116,116,4,6,0,0
3555,1893,510,2,16,7,50,0,3,5,33,9,0,0,0,8,9,7,0,50,0,5,0,0,54,55,101,65,96,0,0,0
4366,2077,382,60,18,17,51,50,103,4,8,4,84,1,47,6,10,11,2,50,0,7,0,0,0,0,104,6,106,1,0,0
2530,883,369,52,2,14,51,1,2,3,9,1,8,0,50,4,5,58,0,1,5,0,8,0,0,0,69,50,187,1,0,0
1414,478,131,4,0,3,10,1,3,4,1,2,4,17,0,0,4,57,53,0,0,0,23,0,0,0,0,130,46,17,0,0
809,262,90,10,51,2,3,0,1,1,0,2,2,1,0,0,6,7,3,0,0,0,39,2,0,0,0,39,14,32,0,1
1890,656,227,7,0,3,56,1,51,1,0,2,3,5,0,0,55,4,4,0,0,0,0,56,50,50,0,73,8,8,19,0
1391,589,235,10,4,53,32,3,4,1,9,50,6,48,2,0,11,5,4,2,0,0,0,2,4,0,0,42,60,0,26,0
1608,841,323,10,12,0,1,8,1,51,1,0,8,8,1,0,1,57,1,6,1,0,0,0,6,1,50,0,148,0,15,16
1559,672,280,14,5,11,1,8,51,1,51,0,0,11,44,0,13,6,2,6,0,50,0,0,56,45,0,0,117,2,0,18
