n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,n17,n18,n19,n20,n21,n22,n23,n24,n25,n26,n27,n28,n29,n30,n31,n32
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,5,5,2,0,0,4,0,0,0,1,0,3,1,0,0,0,2,0,30,6,0,0,1,0,2,3,1,0,0,0,0
990,78,61,0,3,11,6,25,2,1,3,2,24,36,2,2,3,31,23,16,5,23,2,10,1,2,9,5,7,0,0,0
1667,163,60,26,2,3,24,25,1,1,3,4,1,19,2,2,27,54,1,21,22,6,25,6,4,2,5,6,25,0,0,0
1505,95,36,4,5,3,23,2,4,3,2,41,1,1,0,1,2,52,22,78,18,1,2,5,1,4,16,3,64,23,0,1
1568,110,32,5,28,18,1,0,1,7,1,0,0,2,3,0,1,45,7,137,1,1,1,4,24,6,2,3,1,0,0,0
1816,228,49,1,2,1,1,4,3,1,1,21,4,4,0,56,2,48,1,25,3,5,0,3,3,2,3,26,24,0,0,0
1652,223,32,0,26,0,2,0,1,20,0,0,0,3,1,1,6,67,26,44,19,1,0,3,0,1,1,5,17,0,0,0
1626,159,25,29,1,2,1,1,2,1,27,3,25,0,2,2,4,53,2,29,27,1,23,28,1,4,3,2,23,1,0,0
1643,168,30,26,24,2,1,0,2,46,1,1,2,2,24,25,1,48,1,4,0,1,24,0,2,1,2,1,1,2,0,0
1640,154,37,3,3,6,25,2,2,26,52,3,5,1,2,16,2,54,23,10,1,1,1,26,49,7,0,4,1,0,0,0
1667,195,47,3,2,48,30,15,9,1,2,1,5,1,4,48,6,50,1,11,5,2,0,26,8,8,4,4,29,1,0,0
1393,167,24,10,15,3,10,15,7,2,26,1,5,1,1,43,3,44,1,23,0,5,26,25,3,33,25,3,28,1,0,0
1573,211,30,23,3,6,6,12,8,9,3,0,1,102,2,5,52,57,0,30,2,29,1,43,3,9,10,1,3,4,0,0
1531,179,33,4,3,1,3,11,15,29,3,0,12,6,42,3,48,56,4,23,5,29,22,49,1,8,16,4,1,0,0,1
