n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,n17,n18,n19,n20,n21,n22,n23,n24,n25,n26,n27,n28,n29,n30,n31,n32
2920,137,34,3,1,0,70,4,3,1,93,23,80,18,3,3,4,116,2,2,2,119,1,70,56,7,15,27,2,0,0,0
2852,115,84,68,3,2,0,72,3,1,82,10,19,17,18,0,0,51,69,1,1,4,69,4,18,37,95,32,69,0,0,0
2632,97,18,75,1,132,1,39,2,4,67,29,10,78,7,1,2,48,1,2,3,2,2,1,2,56,7,99,11,67,0,0
2830,105,11,95,38,5,2,4,6,2,6,13,5,24,16,5,1,118,69,2,67,66,2,4,1,55,69,19,100,0,3,0
2195,171,2,12,70,4,1,0,4,2,1,66,36,33,7,68,1,38,0,2,2,2,1,1,4,40,0,7,25,43,0,0
2489,87,6,14,2,1,1,1,5,1,0,62,22,3,80,16,0,46,2,36,127,2,1,5,2,7,46,7,185,6,0,0
2396,109,21,12,5,67,1,2,9,2,3,66,128,14,27,10,7,156,48,3,1,1,1,0,2,3,47,7,7,14,0,0
4380,267,46,85,76,49,1,1,1,5,0,69,5,93,21,31,70,56,7,3,1,2,1,72,4,0,29,84,9,41,0,0
2539,143,10,1,11,0,0,2,5,3,0,1,0,3,5,13,12,28,3,53,1,1,2,3,0,0,1,11,4,2,1,0
1719,139,12,3,4,3,0,0,2,6,1,1,13,0,4,4,9,22,18,1,0,1,1,0,0,21,0,6,10,1,0,1
1253,34,19,4,6,1,26,0,4,2,1,1,1,13,19,4,4,15,1,1,0,1,0,1,0,0,0,2,48,0,0,0
2648,100,60,9,6,5,7,0,5,0,6,0,0,33,70,20,21,39,0,1,0,0,0,1,0,0,1,0,4,19,3,0
3907,126,28,10,14,6,3,2,8,88,2,68,0,0,1,10,10,63,59,1,0,16,67,1,2,2,50,1,1,13,1,0
1087,28,16,2,11,4,3,0,3,2,1,13,1,0,1,27,5,23,1,2,1,0,1,2,2,62,25,3,0,1,0,1
1045,129,7,5,24,4,6,16,2,1,2,1,0,0,4,1,15,12,9,0,0,0,0,0,3,0,123,4,0,0,7,4
2947,291,4,72,28,4,22,1,6,111,2,2,38,0,2,1,19,30,24,0,1,2,66,0,4,1,140,50,1,1,4,1
2419,183,29,4,49,0,46,12,5,1,66,3,4,1,2,0,13,32,15,12,67,1,13,0,7,1,107,3,36,0,1,0
1945,173,33,3,18,39,29,3,12,0,0,1,2,0,0,0,4,49,1,10,35,1,1,2,0,0,71,0,1,0,0,0
1147,130,18,88,3,17,4,3,7,3,59,1,0,0,1,1,3,41,1,0,7,28,6,0,2,5,2,1,1,0,0,0
529,59,18,13,4,4,0,5,6,0,2,0,3,1,1,0,2,10,0,3,2,0,2,60,2,0,0,0,0,0,0,0
472,49,5,7,2,0,6,4,3,4,3,0,1,0,0,0,3,8,2,0,0,0,0,0,0,1,0,0,0,0,0,0
542,32,3,44,7,1,3,6,2,2,1,0,0,1,1,0,1,3,2,1,6,6,0,1,1,1,5,1,0,0,0,0
1463,109,9,7,25,1,1,8,12,1,5,1,0,1,0,131,4,25,11,0,12,2,8,2,0,0,1,23,0,0,0,0
554,36,8,8,12,0,0,25,36,2,3,0,1,0,1,1,1,7,8,0,0,3,3,1,0,0,1,1,1,0,0,0
