n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,n17,n18,n19,n20,n21,n22,n23,n24,n25,n26,n27,n28,n29,n30,n31,n32
1068,59,17,0,0,8,0,8,0,4,3,0,6,0,8,0,0,0,2,12,0,8,0,0,0,0,1,6,0,0,0,0
514,37,3,1,0,5,0,4,0,0,6,0,4,0,2,0,1,0,0,5,0,1,4,0,0,0,0,1,6,0,0,0
789,23,8,0,0,0,1,4,0,0,5,0,7,0,2,4,0,0,0,5,5,0,4,0,1,0,0,0,19,0,1,0
311,14,1,0,0,0,3,1,0,0,0,0,0,0,0,3,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0
524,23,0,2,0,0,7,0,0,0,0,2,0,6,0,4,0,0,0,0,4,6,0,6,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,24,4,1,5,0,0,0,4,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1652,36,6,1,1,0,4,2,2,0,0,0,2,2,4,0,2,2,0,0,0,4,2,4,0,4,0,0,0,0,0,0
2409,36,33,0,1,0,1,6,7,0,0,0,0,8,8,0,0,8,0,0,0,2,4,8,0,5,0,0,0,0,0,0
2112,49,27,5,2,1,1,2,12,0,0,0,0,4,4,2,0,6,0,0,0,0,6,0,4,0,7,0,0,0,0,0
655,31,9,0,0,0,0,0,2,1,0,0,0,0,2,2,1,2,2,0,0,0,2,0,0,0,1,0,0,0,0,0
130,37,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
565,8,2,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
423,57,3,2,0,1,0,0,1,1,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
759,50,11,0,0,3,0,0,0,0,0,3,0,0,2,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0
835,332,18,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,108,41,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,179,73,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,582,99,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13,0,0,0,0
730,636,210,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,5,0,0,0,17,4,0,0,0
