n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,n17,n18,n19,n20,n21,n22,n23,n24,n25,n26,n27,n28,n29,n30,n31,n32
2313,920,293,1,9,60,2,6,0,1,0,0,4,93,0,167,34,0,45,0,0,0,0,50,7,72,8,50,0,0,0,0
1868,888,427,4,58,16,1,8,0,50,0,0,0,8,0,67,202,4,50,0,0,0,0,0,0,82,96,7,50,0,1,0
2164,911,298,6,8,6,9,5,0,51,0,50,49,0,7,50,275,6,0,0,50,0,50,0,0,12,19,8,1,0,0,0
1874,792,350,8,2,53,55,1,50,50,0,0,42,8,2,4,225,64,0,0,50,0,0,0,50,49,34,8,0,1,0,0
1682,912,340,4,4,8,12,5,0,0,50,0,0,0,0,8,102,163,0,0,0,0,50,99,50,0,20,11,58,0,0,0
1743,853,338,4,8,57,2,12,51,0,41,22,128,0,0,44,28,261,4,0,0,0,0,0,0,50,0,28,6,0,0,0
2098,901,401,8,6,6,2,8,8,0,50,0,0,0,100,0,2,254,79,50,0,0,0,0,0,50,100,26,14,0,0,0
4884,1144,369,3,79,8,57,5,23,51,100,0,2,50,50,0,67,134,161,42,0,0,0,0,0,0,0,0,32,6,0,0
4727,1167,476,0,59,55,6,50,6,8,50,0,0,0,0,0,0,67,176,2,99,0,0,50,0,0,0,0,28,3,0,0
4360,862,371,3,1,17,4,4,5,7,3,0,44,0,0,50,1,50,243,55,32,0,100,0,0,0,50,0,1,25,2,0
4250,870,261,56,10,3,4,56,59,44,6,2,0,50,0,0,59,1,80,87,1,26,1,0,0,0,50,0,0,21,7,0
3312,632,286,55,54,0,47,6,1,4,4,56,0,0,0,0,50,0,29,110,0,6,0,0,0,50,0,0,0,0,12,0
5203,1035,306,12,6,4,12,9,5,51,7,52,5,0,0,49,53,68,71,162,39,0,6,2,0,0,0,101,0,0,31,0
4540,1498,342,28,13,52,3,9,67,0,55,2,4,52,0,0,9,0,1,117,139,0,0,4,2,98,0,50,0,1,2,28
3829,1336,276,7,8,0,1,8,16,0,1,6,50,8,0,0,74,0,1,123,113,0,0,50,4,4,0,30,120,0,0,28
3561,1302,363,53,8,2,0,7,9,97,0,8,0,0,5,0,1,2,98,125,149,22,0,50,22,52,6,1,0,0,0,0
4184,1261,291,7,8,10,0,3,13,16,1,0,3,0,4,2,6,2,0,0,141,89,0,0,15,0,50,3,52,0,0,0
2324,1086,307,51,7,2,0,0,5,56,4,0,2,0,0,6,3,0,0,0,124,90,0,8,42,23,0,0,0,2,0,0
2779,1448,362,1,55,9,0,100,10,3,8,4,2,2,0,2,6,0,0,0,141,98,4,0,50,25,50,0,0,0,0,0
2257,1293,393,50,2,10,4,1,43,5,6,4,0,0,0,0,58,3,0,0,108,132,67,0,0,0,63,50,1,0,0,0
2215,1216,272,6,6,11,44,0,1,10,9,6,51,0,0,0,27,25,0,50,0,210,118,0,0,1,24,13,0,0,0,0
2228,1342,339,50,6,14,58,0,0,6,0,6,8,0,100,0,12,2,54,0,0,92,103,3,0,37,2,21,0,32,0,0
2329,1446,329,0,0,6,8,4,0,8,98,56,56,0,50,0,0,0,8,47,0,125,38,102,0,0,50,77,0,0,0,0
2213,1305,353,2,0,0,11,14,0,51,8,8,0,8,0,0,31,50,0,8,38,109,121,120,50,0,0,4,24,0,0,0
