n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,n17,n18,n19,n20,n21,n22,n23,n24,n25,n26,n27,n28,n29,n30,n31,n32
1364,512,149,6,10,3,58,0,53,1,50,4,0,103,8,111,54,4,8,0,41,0,0,0,0,0,0,54,0,21,2,0
1104,439,91,0,12,2,52,2,1,1,1,7,1,95,2,73,25,0,7,0,0,34,0,50,0,3,0,0,2,2,20,0
1569,730,181,0,15,8,0,4,100,2,0,57,0,120,36,5,132,0,4,2,50,0,0,50,0,0,0,100,6,1,25,0
1391,624,317,51,6,62,0,0,0,0,0,51,6,50,104,0,156,7,50,8,50,0,0,0,0,0,0,0,8,0,4,29
1278,641,136,4,6,17,0,0,1,1,0,0,6,0,127,50,128,15,0,6,50,0,0,0,50,0,50,0,4,2,0,21
1203,555,193,7,1,10,8,50,0,1,1,50,6,1,90,1,1,96,58,56,0,0,0,0,19,44,50,50,0,6,0,8
1543,1076,197,11,3,13,14,0,9,6,0,0,8,50,57,71,48,122,14,1,4,0,50,50,77,50,50,0,0,0,0,0
3376,690,329,0,61,8,8,4,1,1,0,0,4,52,0,78,70,69,0,14,8,50,0,147,16,14,0,0,0,0,0,0
3955,738,166,2,16,7,8,6,12,2,0,0,1,5,0,60,9,83,70,39,58,0,66,0,0,24,49,0,0,0,1,0
809,156,47,3,3,1,3,0,7,17,15,0,0,0,0,4,6,1,6,0,0,1,0,0,0,3,0,0,0,0,0,0
1567,256,73,1,3,50,0,0,3,0,1,1,0,1,0,2,20,2,38,0,0,0,0,0,0,37,13,17,0,0,0,0
3893,939,311,0,53,1,0,50,3,0,0,0,50,50,0,0,108,1,110,0,0,0,100,0,0,0,16,115,0,0,0,0
3422,940,364,5,50,0,0,0,1,0,50,0,0,0,0,0,93,3,52,85,0,0,50,0,50,50,0,30,0,0,0,0
3472,1163,306,0,50,0,50,0,0,0,50,49,0,0,0,0,186,1,0,163,0,0,0,0,1,0,0,43,15,0,0,0
3274,1311,359,54,100,1,1,0,3,1,0,0,50,0,0,48,47,48,0,107,0,0,0,0,0,0,0,0,31,50,0,0
1541,768,125,0,51,0,0,0,0,0,0,0,0,50,0,0,0,67,0,72,50,0,0,0,0,0,0,0,13,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2199,1086,270,0,0,56,41,0,5,56,10,0,4,0,0,6,0,3,99,0,101,79,0,6,4,0,0,50,43,0,25,0
2424,964,273,151,50,1,1,0,10,2,24,56,8,0,0,2,41,2,120,0,0,139,0,2,11,0,0,0,0,0,21,6
2283,951,276,60,46,5,3,0,4,55,8,8,6,4,100,6,0,0,89,0,50,120,0,0,71,2,1,0,0,0,0,34
2367,957,301,59,2,3,6,0,1,8,23,54,9,10,0,0,58,5,95,86,37,131,0,0,7,6,0,50,50,0,0,26
2267,841,268,11,1,2,7,39,0,57,0,4,4,15,0,0,5,1,0,111,86,22,85,0,31,17,48,32,0,0,0,0
1801,842,345,1,8,1,7,1,2,7,3,6,50,8,12,0,7,6,0,177,2,0,190,1,78,6,7,0,0,0,0,0
