n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,n17,n18,n19,n20,n21,n22,n23,n24,n25,n26,n27,n28,n29,n30,n31,n32
1735,154,27,2,0,8,14,1,6,0,5,0,0,4,0,4,5,26,0,0,14,0,21,0,0,0,0,1,0,0,0,0
1696,77,13,15,1,8,0,9,12,4,0,2,0,3,0,0,11,21,0,0,2,5,15,10,0,0,0,2,0,1,0,0
2435,96,21,21,0,13,0,14,12,3,0,2,3,2,5,1,1,52,0,0,0,28,0,47,0,0,0,3,1,0,0,0
2737,115,63,1,16,1,12,18,9,3,2,0,5,0,4,3,1,55,0,0,0,12,16,47,0,0,0,1,1,0,0,0
2597,101,47,0,13,0,12,8,0,9,4,0,0,4,5,2,1,43,16,0,0,15,9,45,0,0,0,0,4,0,0,0
673,31,8,1,0,0,1,0,5,6,1,0,0,0,0,2,1,17,0,0,0,0,1,4,10,0,0,0,2,0,0,0
1247,88,21,4,2,13,0,0,10,0,6,0,0,0,5,4,1,28,0,3,0,0,1,9,19,1,1,0,0,1,0,0
2161,173,14,38,10,8,0,5,9,0,7,2,0,0,0,2,2,32,1,0,7,0,9,1,31,0,0,0,0,0,0,0
841,27,6,13,3,0,0,0,3,0,0,0,1,0,0,1,4,9,2,0,1,0,0,0,0,1,0,0,0,0,0,0
1501,51,99,5,26,0,6,3,25,0,2,1,1,0,0,1,29,19,1,1,3,1,1,0,1,5,0,0,0,0,0,0
3016,193,43,6,64,93,1,7,13,28,34,14,2,3,1,3,7,47,1,1,1,2,56,6,6,9,14,0,2,0,0,0
4004,239,77,7,189,14,7,10,78,13,50,13,4,14,1,1,4,113,4,82,0,48,3,28,6,44,51,2,5,1,2,1
1729,140,40,12,56,6,1,0,10,0,5,4,1,1,0,0,2,27,2,0,1,0,1,50,3,1,14,3,2,0,0,0
2835,158,44,7,39,51,9,2,2,17,18,0,5,1,0,1,6,42,3,3,1,0,1,8,9,3,13,27,2,1,0,0
3801,238,26,2,3,1,2,18,2,23,29,0,13,50,2,85,14,86,28,9,3,0,0,0,13,15,0,42,15,2,0,1
188,13,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,2,0,0,0,0,0,0,0,0,0,6,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
