n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,n17,n18,n19,n20,n21,n22,n23,n24,n25,n26,n27,n28,n29,n30,n31,n32
114,58,38,1,2,0,0,0,0,1,0,13,0,1,0,0,0,0,0,2,0,0,0,2,4,0,0,0,0,0,0,0
123,32,53,1,0,0,0,0,1,2,1,0,0,0,2,0,0,0,7,3,1,0,0,0,2,3,0,0,0,1,0,0
167,35,27,1,2,0,0,0,0,1,0,4,18,0,0,1,0,1,7,0,1,0,0,0,1,2,1,2,0,0,0,0
248,143,97,4,1,3,2,0,1,3,2,0,20,0,2,0,1,1,36,0,6,2,0,0,0,0,7,2,2,0,0,0
401,193,118,9,0,4,3,0,0,3,0,0,51,1,2,0,3,4,6,10,2,3,1,0,0,3,8,14,1,0,0,0
828,455,206,10,0,0,9,0,0,2,2,2,89,0,0,3,4,3,5,107,2,18,0,0,0,4,4,26,7,4,0,0
583,324,145,9,0,1,0,6,2,5,2,0,1,39,0,2,0,7,1,81,0,14,0,1,0,0,5,23,8,1,0,0
765,353,300,7,5,4,1,0,5,0,2,0,1,86,1,5,2,10,8,71,9,6,8,0,0,1,2,2,23,0,0,0
1155,297,173,3,5,1,0,0,2,6,0,0,1,73,2,0,8,6,2,0,95,0,14,0,0,0,0,6,17,6,0,0
762,309,156,4,12,0,2,0,6,4,2,1,0,47,13,0,4,3,2,0,44,0,12,2,0,0,0,2,4,15,0,0
812,503,116,9,5,10,1,0,1,4,3,0,0,0,88,1,11,1,5,2,94,0,4,13,1,0,0,0,4,17,0,0
934,375,167,8,0,8,0,0,0,0,0,7,0,0,129,0,7,0,8,0,12,87,0,18,4,0,0,0,6,10,18,0
886,331,209,9,0,3,0,0,0,2,0,2,6,0,86,0,0,7,2,2,0,116,0,12,8,0,0,0,2,4,22,0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
