n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,n17,n18,n19,n20,n21,n22,n23,n24,n25,n26,n27,n28,n29,n30,n31,n32
248,82,58,0,1,0,0,1,1,0,4,0,5,0,0,6,0,0,0,0,0,0,14,0,1,2,0,0,0,0,0,0
630,351,121,1,1,4,0,2,1,1,3,0,2,3,0,76,0,1,0,0,2,0,84,0,0,0,16,2,0,0,0,0
1307,610,237,2,0,10,3,10,0,1,4,4,0,4,4,1,83,2,0,0,1,4,75,0,0,1,26,8,0,0,0,0
1066,545,174,0,1,0,13,4,1,0,4,7,0,3,0,3,87,2,0,0,0,6,26,36,0,1,1,25,1,0,0,0
1649,856,275,0,0,0,14,0,6,0,6,6,2,6,2,0,126,2,0,0,0,4,4,123,0,0,1,31,7,0,0,0
1433,770,335,2,0,0,14,1,4,0,5,0,5,0,5,0,58,37,5,0,0,0,6,100,0,0,0,5,30,0,0,0
986,486,232,0,1,1,1,6,1,2,4,0,2,0,0,0,1,74,0,4,2,1,2,62,0,0,0,0,19,2,0,0
3245,883,407,0,2,0,0,16,0,6,4,0,10,0,2,4,1,93,1,0,2,6,0,37,95,0,0,0,16,19,0,0
3739,782,546,8,6,1,0,6,8,8,2,6,0,6,0,8,7,115,1,0,0,0,3,8,118,0,1,0,0,31,0,0
3416,1012,549,4,1,0,0,6,6,1,6,8,0,8,0,5,3,33,97,0,0,0,0,2,124,0,0,0,0,8,24,0
3648,1007,401,9,2,0,0,0,12,4,8,6,0,4,2,0,9,1,131,0,0,0,0,0,66,47,4,0,0,0,31,0
2580,738,331,13,6,1,1,0,5,8,1,8,0,0,6,0,6,4,89,0,0,0,0,0,0,92,2,3,0,0,10,13
1830,532,203,5,4,1,0,0,13,4,1,10,1,0,0,0,3,9,40,9,0,0,0,0,0,40,2,0,2,1,0,23
2525,741,303,9,11,1,0,0,0,5,6,0,7,0,4,2,1,2,3,84,0,0,0,0,10,95,0,1,0,0,0,7
1671,587,233,3,7,0,0,0,1,5,3,2,3,0,0,6,0,1,9,58,0,0,0,0,12,19,52,5,0,0,0,0
2006,777,187,7,6,7,0,0,1,4,0,2,6,2,0,1,1,0,2,98,0,0,0,0,2,24,71,3,4,0,0,0
2149,1030,261,9,6,12,2,0,0,2,2,2,9,4,0,4,5,0,0,72,33,0,0,0,0,28,109,0,8,0,0,0
1248,451,149,5,5,5,2,1,1,3,7,0,8,2,0,0,7,2,0,1,76,0,0,1,1,0,59,1,2,0,1,0
469,119,51,1,3,2,2,0,2,0,3,1,2,0,0,0,1,0,0,0,40,0,0,0,0,0,12,21,0,0,0,0
1135,631,219,0,0,13,6,0,1,6,4,2,0,14,6,0,4,4,0,0,103,0,0,0,0,0,0,128,0,0,0,0
1396,670,176,6,1,14,7,2,0,1,7,9,0,12,2,6,0,7,0,0,42,86,0,0,0,0,0,154,0,0,0,0
1203,570,124,8,1,1,4,6,0,2,0,10,0,9,4,4,1,6,0,0,0,114,0,0,0,0,0,42,48,0,0,0
1508,707,143,6,0,2,8,5,0,0,0,10,4,6,6,4,4,6,2,0,0,133,0,0,0,0,0,0,150,0,0,0
959,424,104,5,0,0,7,7,1,0,0,0,4,11,6,0,4,0,3,0,0,55,24,1,0,0,0,0,100,16,0,0
