n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,n17,n18,n19,n20,n21,n22,n23,n24,n25,n26,n27,n28,n29,n30,n31,n32
1273,617,146,0,0,9,158,0,0,6,0,0,2,6,101,58,0,0,56,58,0,0,52,4,33,4,6,2,111,0,0,0
1391,603,143,4,0,0,86,52,0,8,50,0,0,8,1,6,2,0,9,8,0,51,1,58,18,23,94,56,110,59,0,0
1333,603,164,58,0,0,0,152,49,2,6,100,0,8,1,0,56,0,8,6,0,0,0,60,0,38,6,8,0,68,0,0
1393,508,156,56,0,1,0,165,4,0,8,0,50,0,8,1,8,0,54,0,8,0,50,50,7,30,7,53,56,0,0,0
1390,638,271,5,4,1,50,110,6,2,6,0,0,0,8,1,58,50,8,0,8,0,0,0,59,4,87,50,6,0,0,0
1371,596,277,0,8,0,0,45,71,24,8,0,0,50,6,1,0,58,8,50,6,0,0,0,58,51,38,1,4,4,0,0
1549,732,199,2,160,1,0,0,120,3,12,54,0,0,0,8,3,8,0,6,4,4,0,50,0,7,9,31,100,2,0,0
1609,663,223,4,4,3,0,0,48,1,2,35,0,0,0,53,3,8,0,52,0,8,0,50,0,32,59,27,0,0,0,0
1639,430,301,102,2,9,95,0,98,0,51,8,57,0,0,4,5,3,6,58,0,6,0,0,0,56,2,10,25,0,0,0
1731,527,444,50,3,59,50,0,11,82,50,6,4,51,0,50,11,4,8,6,0,4,0,0,50,1,6,7,35,0,0,0
1678,571,322,0,0,0,58,0,0,113,51,4,4,6,2,0,8,51,6,8,0,2,6,0,0,50,8,58,63,70,0,0
1635,485,386,8,0,0,54,50,6,162,0,0,6,50,8,0,0,106,5,12,0,0,8,0,0,0,4,60,52,31,0,0
1511,622,261,132,0,50,4,104,0,64,28,50,58,0,0,8,0,6,1,6,6,0,56,0,0,0,0,8,8,17,17,0
1579,439,326,131,0,0,50,6,0,50,121,0,8,50,0,2,4,54,3,8,6,0,4,4,0,49,0,6,58,0,31,0
1533,476,226,101,8,50,0,8,50,0,101,0,106,50,0,0,6,2,30,31,12,18,32,6,50,0,0,0,14,0,27,7
1685,518,220,59,76,0,50,0,8,50,106,100,0,6,0,0,51,8,8,1,14,0,0,58,50,0,0,0,8,58,0,33
1493,554,298,2,216,68,0,100,58,50,31,88,0,8,0,0,0,0,12,5,14,0,0,8,6,0,0,0,4,4,0,25
1530,592,247,0,136,6,50,0,34,72,0,121,0,8,0,50,0,0,0,16,14,4,0,0,37,50,50,0,49,2,0,0
1397,526,232,0,119,12,0,0,101,8,0,159,50,6,0,0,0,50,0,10,55,12,0,0,87,0,0,0,0,0,0,0
1452,630,317,50,0,211,52,0,0,8,49,147,8,2,6,0,50,0,0,2,10,18,0,0,13,29,0,0,0,0,0,0
1392,581,237,50,0,125,108,0,0,2,4,0,110,100,8,0,0,0,0,0,9,24,0,0,104,85,0,0,0,0,0,0
1441,546,261,1,50,123,55,0,0,0,8,0,115,0,8,50,0,0,0,0,8,11,14,0,0,13,72,0,0,50,0,0
1551,621,196,0,0,118,17,4,0,100,8,0,119,0,56,50,0,0,0,0,100,15,12,2,0,8,85,0,0,0,0,0
1369,592,174,0,0,50,129,7,0,0,0,58,60,61,4,54,0,50,50,0,0,15,60,8,0,8,16,65,0,0,0,0
