n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,n17,n18,n19,n20,n21,n22,n23,n24,n25,n26,n27,n28,n29,n30,n31,n32
2468,459,126,29,10,2,7,16,20,1,13,4,5,13,23,20,28,4,0,113,0,20,127,12,12,43,3,2,0,0,1,0
2444,389,141,10,18,29,14,4,10,11,13,0,13,5,24,16,13,16,0,51,59,10,33,62,0,35,10,19,20,21,0,0
2470,424,120,10,4,0,26,28,0,10,47,28,6,3,23,14,38,38,1,10,113,0,1,136,0,20,46,35,13,0,0,0
2230,402,129,10,0,1,17,6,22,10,7,8,22,10,27,30,39,14,0,17,124,0,29,130,10,17,47,11,9,10,0,0
3198,396,214,0,0,10,12,26,18,0,0,31,12,6,23,10,24,8,16,20,103,30,12,101,46,0,22,36,26,0,0,0
2401,366,170,10,10,20,10,17,16,10,0,27,18,28,4,10,18,22,28,12,0,106,10,20,127,0,14,55,0,6,0,0
3897,399,191,0,0,10,0,16,19,0,0,19,6,13,14,31,42,22,18,8,0,133,10,20,136,20,0,27,31,0,0,0
5636,398,167,0,10,10,22,38,6,15,2,8,17,26,18,14,20,37,14,0,12,156,10,20,132,21,20,17,42,0,0,0
5786,462,164,11,8,22,20,10,6,6,20,10,9,16,8,7,10,4,42,4,10,70,92,0,12,110,29,46,33,9,0,0
5351,525,170,31,0,20,10,40,34,8,0,10,9,14,6,4,28,20,58,10,0,10,102,0,10,121,10,0,28,30,0,0
5175,539,107,20,1,0,10,10,0,18,20,10,12,25,16,18,21,53,24,14,16,0,134,14,20,131,0,0,16,24,5,0
5279,517,176,32,10,11,19,10,2,6,0,20,30,27,6,16,0,4,0,12,4,22,148,35,12,16,88,0,16,0,32,0
4195,575,102,17,18,22,18,10,25,4,2,0,10,6,1,38,5,13,20,13,10,7,8,123,16,18,89,40,10,6,28,0
5053,619,123,34,15,24,3,0,16,10,6,10,10,16,1,8,8,0,14,12,24,22,16,107,10,28,143,10,17,0,0,32
4914,659,267,20,7,8,11,10,1,10,25,0,10,0,24,25,7,1,15,10,11,20,4,119,45,10,100,30,10,16,0,21
3362,476,149,1,26,0,2,0,6,20,14,20,0,24,16,0,9,9,21,2,15,13,0,26,54,7,6,71,0,0,0,0
3810,675,178,19,4,28,12,11,2,8,10,22,0,4,13,22,25,7,16,29,23,14,10,16,133,35,0,70,12,0,0,0
3906,684,214,9,22,13,2,4,9,0,10,16,20,14,22,7,10,6,12,0,24,14,36,17,117,30,0,125,2,4,0,0
3629,640,256,13,29,16,10,8,0,10,1,16,0,0,20,26,15,8,6,30,4,18,26,10,114,52,17,63,70,0,0,0
3390,619,238,3,6,16,22,0,36,2,6,0,2,30,19,8,22,14,18,0,1,20,32,20,16,121,28,10,152,0,0,0
1698,457,217,13,18,13,13,0,3,7,1,0,5,27,0,0,2,3,17,12,0,5,10,2,10,74,15,4,41,11,0,0
29,16,7,0,0,2,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
