n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,n17,n18,n19,n20,n21,n22,n23,n24,n25,n26,n27,n28,n29,n30,n31,n32
2047,320,113,30,16,0,3,16,9,0,30,0,8,32,26,6,6,26,48,0,24,10,125,10,10,10,10,0,125,30,0,0
2001,278,86,52,28,0,1,6,17,0,0,10,26,0,42,30,20,42,12,30,11,2,121,10,0,0,16,20,44,116,12,0
2090,330,122,8,44,10,11,4,28,1,0,20,26,32,8,26,10,8,12,2,0,4,92,6,10,10,24,0,30,30,32,0
2078,279,132,6,16,10,30,8,2,6,25,26,20,8,18,14,18,2,24,28,30,3,69,76,9,10,0,0,10,10,21,9
1918,422,160,12,12,30,0,21,0,8,1,20,14,12,34,12,30,24,16,8,0,11,23,123,12,0,20,30,10,0,0,30
1927,394,176,30,8,14,10,1,31,6,20,1,9,17,38,12,25,6,12,13,42,15,13,125,20,8,10,10,0,10,0,26
1982,442,140,0,24,12,14,0,11,34,4,11,0,2,26,18,18,30,18,16,4,20,13,118,54,10,9,10,20,0,0,0
2465,349,243,14,6,35,23,10,12,10,18,10,21,10,8,35,0,8,20,32,18,0,0,14,124,14,10,10,10,10,0,0
2586,338,273,0,0,33,15,16,21,11,19,0,10,10,15,9,20,27,20,30,40,0,9,4,143,33,0,10,0,0,0,0
1981,309,226,3,0,23,10,26,0,11,4,22,20,1,16,15,0,16,20,38,63,20,0,20,130,41,16,0,0,0,0,0
2543,312,230,20,0,30,24,22,36,11,0,28,10,0,21,26,0,4,24,20,10,26,4,30,112,27,27,0,16,4,0,0
2380,354,84,113,4,10,14,10,16,10,11,19,26,0,1,34,0,40,18,20,26,34,4,4,5,127,46,0,10,10,0,0
2039,291,134,125,11,10,8,17,18,10,18,16,0,29,18,13,22,0,8,10,11,18,0,12,24,112,20,28,8,2,0,0
2118,271,123,122,10,19,1,31,20,28,1,0,38,0,10,0,47,19,0,8,0,32,12,30,4,135,9,40,0,0,0,0
2242,284,129,91,54,20,0,12,14,8,10,11,18,0,20,30,27,20,0,8,10,38,36,10,10,35,75,39,10,0,0,0
2323,262,126,0,99,10,20,28,16,33,9,3,6,10,29,0,12,11,10,12,14,6,22,10,36,34,133,2,46,0,0,0
2346,288,126,30,105,20,10,38,8,10,14,11,32,6,21,0,12,14,0,10,8,10,26,14,0,10,113,16,45,25,0,0
1950,202,126,0,142,12,10,14,24,14,28,10,11,8,20,0,18,17,1,20,28,10,21,20,10,20,130,22,32,34,0,0
1971,252,99,10,55,86,0,20,19,27,4,14,1,8,8,10,20,12,21,10,22,36,48,8,8,0,28,103,12,38,0,0
1991,290,96,10,30,113,10,0,48,6,0,8,10,12,14,10,4,32,10,21,10,8,4,22,28,10,10,115,20,4,30,0
1933,264,70,0,10,100,10,10,16,0,28,28,21,0,8,30,0,26,20,11,0,18,0,34,22,6,16,123,29,6,32,0
1985,302,111,4,20,109,24,0,6,2,8,2,16,31,8,10,0,16,8,0,15,14,18,8,18,38,50,111,3,0,7,23
1787,258,86,15,12,30,111,10,0,16,3,12,26,21,4,24,20,8,6,0,20,40,7,6,16,12,14,30,113,1,0,31
1801,279,94,0,15,3,118,16,18,18,10,7,24,1,1,11,30,18,4,14,10,41,18,10,43,4,13,0,92,33,0,10
