n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,n17,n18,n19,n20,n21,n22,n23,n24,n25,n26,n27,n28,n29,n30,n31,n32
1318,226,88,6,14,4,12,3,8,16,14,0,2,12,0,0,8,6,0,4,0,0,0,10,6,6,43,0,14,0,0,0
1203,234,92,10,20,0,0,13,6,6,0,4,0,4,12,6,4,10,6,4,8,0,4,0,6,8,29,0,10,0,0,0
1148,247,58,34,10,0,4,18,0,4,6,6,6,6,2,6,0,4,6,4,0,4,0,18,12,2,2,28,0,0,0,0
839,208,39,14,6,4,3,14,6,0,0,0,0,1,0,0,4,0,9,4,6,5,6,6,0,8,0,24,6,0,0,0
626,123,53,16,1,0,0,13,2,1,4,0,6,0,0,10,10,4,0,0,4,4,0,8,0,10,4,3,22,0,0,0
1071,204,83,9,17,7,0,6,4,6,12,0,4,4,0,10,0,9,10,4,4,4,6,0,6,0,4,16,37,0,0,0
1550,204,108,1,14,0,4,4,2,6,0,0,12,4,16,0,4,5,6,4,0,2,2,19,4,6,0,6,14,17,0,0
2290,179,118,6,21,10,0,0,9,9,0,4,12,6,4,6,5,4,0,0,6,0,4,10,0,0,8,14,6,23,0,0
6892,334,251,131,139,0,27,16,29,15,8,4,5,7,10,0,11,16,8,4,23,27,11,10,10,15,14,13,10,16,9,0
5586,419,260,125,22,121,21,24,10,3,32,4,34,10,10,9,2,16,2,30,16,7,0,10,30,11,0,0,14,14,30,0
5236,425,209,42,86,103,21,12,2,10,17,12,16,32,10,30,10,8,14,2,22,10,10,10,10,10,30,10,12,8,20,13
3281,285,151,14,37,49,14,8,25,0,17,29,4,8,10,0,4,0,12,20,4,16,7,0,8,12,0,0,0,0,0,27
4583,392,201,21,162,88,32,5,19,2,30,29,37,4,10,20,20,1,7,35,16,18,0,10,41,0,0,0,4,0,0,17
4923,431,240,23,87,72,136,10,25,11,0,8,11,32,6,30,11,0,13,5,20,26,36,0,40,10,10,18,10,9,0,0
5210,566,210,4,10,97,102,10,10,7,2,11,9,24,22,0,32,3,27,24,16,16,0,18,17,67,10,3,20,0,0,0
4497,681,182,18,19,130,124,20,6,6,18,9,17,18,22,22,0,2,30,7,0,18,20,10,23,37,20,10,1,0,0,0
4200,791,171,5,21,93,81,87,28,4,35,0,10,29,30,24,11,0,0,24,4,20,4,20,8,35,12,0,10,0,0,0
4028,701,172,0,10,47,128,126,11,9,12,6,2,36,18,10,4,1,20,10,26,20,6,0,13,14,44,0,10,10,0,0
3325,657,209,10,13,41,135,106,3,16,8,0,11,10,7,10,29,12,0,0,18,30,26,0,0,0,28,9,26,20,0,0
3086,561,198,1,0,18,88,125,39,8,12,14,0,8,16,28,11,17,11,0,10,21,1,26,0,10,20,49,0,0,0,0
3115,608,146,1,0,28,43,117,132,9,20,14,0,11,19,5,38,11,16,10,20,16,10,35,18,0,0,30,29,0,0,0
3345,656,76,1,32,18,36,127,112,42,16,18,10,9,1,28,15,38,8,10,20,16,0,8,10,4,6,20,51,8,0,0
3537,618,100,10,13,18,29,126,95,1,56,14,4,10,11,25,2,47,0,20,40,2,6,0,16,20,10,29,29,10,0,0
3842,537,80,20,32,0,0,52,179,71,21,11,6,0,1,12,24,28,29,13,18,10,9,0,18,10,28,0,0,29,0,0
