n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,n17,n18,n19,n20,n21,n22,n23,n24,n25,n26,n27,n28,n29,n30,n31,n32
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2045,157,97,2,3,0,0,1,2,3,0,12,33,1,0,0,35,9,1,18,0,0,2,1,1,7,10,0,0,2,4,0
1117,151,65,3,10,6,3,0,4,3,9,7,10,1,2,0,10,4,2,1,0,8,2,0,2,2,0,0,0,0,5,0
93,22,8,2,1,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4233,845,161,23,1,21,1,9,12,14,6,1,36,62,15,19,27,74,11,11,14,6,20,20,39,2,20,10,16,1,0,12
4227,890,200,19,2,40,14,10,10,0,34,17,10,123,20,16,11,107,28,14,11,10,0,7,64,2,16,14,10,0,0,0
4105,821,223,30,10,7,7,20,11,10,12,8,6,108,51,8,11,126,20,30,22,11,19,5,28,44,18,0,37,0,0,0
2437,571,117,13,14,6,14,2,21,13,1,6,24,96,0,5,2,71,13,5,9,21,2,15,17,46,3,10,10,0,0,0
3191,754,155,9,4,12,7,16,10,15,11,15,26,10,127,0,11,4,94,0,3,10,12,17,5,14,24,6,9,0,1,0
3409,864,182,19,25,11,13,27,12,12,0,22,5,11,114,0,24,25,191,2,1,30,22,8,12,21,33,36,23,0,0,0
154,76,35,14,1,1,1,0,0,2,2,4,0,0,1,0,3,4,24,0,0,8,0,0,0,0,2,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
