n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,n17,n18,n19,n20,n21,n22,n23,n24,n25,n26,n27,n28,n29,n30,n31,n32
23,33,7,1,0,0,0,0,0,0,1,0,0,0,0,2,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0
3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,42,17,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,3,1,0,0,3,0,0,0,0,1,0,0
2,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,127,39,5,0,6,0,1,2,3,3,6,1,0,0,1,21,0,1,0,20,0,3,0,0,0,1,4,2,1,6,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,11,3,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
40,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3958,423,182,13,26,4,0,14,23,21,1,0,0,4,2,11,11,18,67,11,10,16,80,11,0,20,10,0,12,0,0,0
5205,568,199,28,40,34,9,6,8,30,0,30,10,18,0,0,6,0,154,20,32,28,143,0,10,41,10,0,10,0,0,0
5309,610,198,20,17,37,20,8,26,30,20,0,10,4,2,0,18,10,122,10,0,8,60,47,50,27,23,10,10,20,0,0
5406,812,231,20,25,34,4,8,20,19,0,10,10,21,28,0,22,4,24,106,10,12,24,168,2,0,52,20,1,0,0,0
5312,853,204,16,13,26,22,2,33,16,3,5,0,0,6,32,30,16,10,139,0,30,18,94,20,10,19,33,10,0,0,0
5242,921,236,16,42,11,14,2,28,14,0,14,20,20,26,30,20,28,10,110,20,10,26,118,10,10,0,30,0,0,0,0
4193,825,228,18,6,23,20,14,18,14,28,18,32,0,10,38,10,12,4,103,35,26,24,4,105,10,20,17,43,0,0,0
3704,718,237,22,16,8,9,34,14,15,26,12,39,10,4,22,22,0,8,10,104,0,0,46,121,0,0,0,60,0,0,0
3656,673,298,25,28,26,6,31,36,16,14,30,9,24,10,10,16,0,16,10,125,0,0,18,98,0,10,10,19,21,0,0
3308,588,209,26,16,24,6,11,10,23,4,10,0,3,6,10,25,15,4,22,85,2,10,12,60,26,6,28,0,28,0,0
2650,80,1,8,1,6,5,4,3,18,0,6,0,5,0,6,0,6,0,8,0,0,0,0,6,0,0,0,0,0,0,0
2364,139,1,2,5,6,8,6,1,16,4,8,0,2,3,0,6,6,0,6,0,0,0,0,8,0,0,0,0,0,0,0
2207,33,6,0,5,0,12,6,0,4,18,6,0,0,6,0,0,10,6,4,2,0,0,0,6,0,0,0,0,0,0,0
