n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,n17,n18,n19,n20,n21,n22,n23,n24,n25,n26,n27,n28,n29,n30,n31,n32
3756,490,103,0,10,0,20,24,133,124,17,20,28,0,10,31,8,6,22,50,18,0,16,2,8,20,10,20,10,30,0,0
2683,467,81,24,20,10,15,8,147,143,0,16,27,0,0,1,14,13,18,0,16,52,10,16,20,16,0,9,12,13,25,0
2686,431,160,26,20,0,14,0,65,229,10,8,16,13,20,19,2,19,14,6,0,8,30,18,10,29,0,20,10,0,30,0
2425,455,127,0,8,22,20,0,13,147,107,8,29,9,24,36,11,7,32,23,14,28,6,4,4,12,0,21,1,1,9,19
2454,411,175,0,2,26,11,10,10,140,134,18,0,6,1,40,31,2,6,25,14,10,36,20,16,14,4,10,10,10,0,31
2434,455,183,10,20,16,10,10,0,81,193,0,6,9,30,31,11,0,36,11,16,20,12,46,32,0,18,0,20,0,0,14
3474,383,187,1,10,10,22,26,10,11,188,32,18,14,12,11,0,0,25,15,24,2,20,37,44,12,6,26,20,0,0,0
4361,359,193,10,1,0,11,6,19,1,84,52,28,0,18,0,10,20,0,18,33,38,20,26,39,17,26,22,0,0,0,0
4283,288,150,16,10,26,7,2,15,4,49,101,18,0,6,14,1,10,10,18,25,6,24,12,9,31,10,13,16,0,0,0
2444,218,89,11,1,2,0,14,8,1,3,106,6,4,8,2,0,6,1,0,12,6,8,6,20,23,11,18,10,0,0,0
3518,294,152,4,5,6,18,20,1,9,6,77,21,12,5,5,8,1,12,14,12,5,12,4,12,15,29,2,11,0,0,0
5388,408,193,26,30,10,16,20,1,10,0,82,103,27,0,26,0,31,20,0,4,26,14,32,47,6,49,17,8,0,0,0
5041,437,176,20,16,20,0,0,2,21,18,6,182,42,16,6,30,11,0,10,10,27,19,6,10,0,30,43,22,12,0,0
5449,501,112,16,11,2,0,20,23,7,0,31,238,22,12,8,25,2,0,1,0,35,32,12,34,10,26,45,22,0,0,0
5184,577,138,11,20,6,8,10,28,0,20,10,166,84,24,20,10,0,0,0,17,10,1,15,34,18,6,18,38,0,0,0
4846,707,110,1,17,10,26,10,17,10,0,10,55,196,24,1,10,0,20,20,20,21,10,6,22,26,40,12,38,5,0,0
4942,823,101,2,8,1,14,14,19,31,0,10,20,228,16,8,11,21,10,20,10,7,4,19,8,16,10,10,10,35,0,0
3833,979,141,16,11,33,20,12,2,8,10,1,0,203,4,18,9,19,16,10,10,13,1,0,25,2,12,0,18,28,2,0
3450,628,190,6,12,17,8,0,13,30,11,0,10,73,170,8,17,16,2,0,6,10,0,7,30,0,6,10,10,2,28,0
3760,648,235,5,1,15,0,10,2,17,1,10,37,18,241,32,13,31,7,20,10,0,10,11,10,20,2,4,0,0,32,0
3315,605,139,11,38,14,13,0,5,4,3,10,10,0,211,7,12,7,0,10,0,20,0,10,29,41,10,6,0,0,0,28
3458,604,130,17,14,11,26,0,10,10,6,2,10,0,156,80,14,1,16,10,0,20,0,10,10,20,26,41,14,0,1,32
3116,546,129,42,12,31,18,20,10,4,30,8,0,21,10,249,26,0,14,0,6,0,20,0,48,22,19,30,17,0,0,3
2919,521,186,8,25,0,5,14,19,10,10,10,15,0,40,232,18,10,30,16,10,10,0,0,29,10,52,20,14,2,0,0
