n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,n17,n18,n19,n20,n21,n22,n23,n24,n25,n26,n27,n28,n29,n30,n31,n32
1413,1183,616,0,33,7,1,10,5,278,0,56,22,17,0,0,7,29,26,3,0,1,37,30,1,40,1,32,56,19,8,24
837,664,528,15,1,0,33,14,12,159,0,0,3,4,14,0,30,34,15,16,12,18,15,0,0,1,1,6,1,2,18,19
67,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,15,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,22,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241,5,11,0,0,0,0,0,2,0,0,0,0,0,0,0,1,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0
620,108,102,1,12,32,0,0,1,0,0,0,20,0,0,0,0,21,1,0,0,0,0,0,0,1,7,0,1,0,0,5
3306,1356,465,32,6,215,14,44,3,44,0,26,256,37,4,1,35,21,0,34,0,22,21,0,6,3,32,45,3,38,1,11
2160,820,434,0,9,140,0,0,5,0,16,21,135,11,0,23,22,60,5,18,6,32,70,6,26,8,6,27,1,2,0,3
2413,1252,392,2,3,195,4,22,16,2,15,18,3,201,7,0,16,21,27,10,15,26,5,19,26,15,25,22,15,5,1,5
2237,1196,334,19,1,20,117,26,3,0,0,35,1,156,0,22,10,29,1,1,1,0,7,12,17,17,51,6,24,6,2,6
289,147,54,15,4,1,5,2,1,2,1,1,0,24,1,8,11,5,1,0,0,0,2,0,1,1,5,0,0,1,1,0
173,170,25,0,3,1,21,0,1,1,0,1,0,12,1,0,2,0,0,0,2,0,1,0,1,0,0,0,1,2,0,1
137,158,28,0,2,0,3,10,0,0,0,0,2,1,12,1,10,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1
221,260,65,1,0,2,0,37,0,0,2,0,0,1,15,0,1,3,0,9,0,0,0,0,0,5,1,1,17,1,4,0
157,87,97,0,5,1,1,10,1,2,0,0,2,0,49,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0
266,294,68,1,0,0,0,90,1,0,15,15,0,0,8,70,2,18,0,2,18,0,0,16,30,1,3,0,1,0,0,22
38,22,9,0,0,1,0,1,3,1,0,0,0,0,0,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,73,34,0,0,1,4,3,20,3,0,0,0,0,1,12,1,3,0,0,0,15,0,1,2,0,0,4,0,0,0,0
