n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,n17,n18,n19,n20,n21,n22,n23,n24,n25,n26,n27,n28,n29,n30,n31,n32
420,419,121,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,215,0,0,0,1,0,0,0,0,32,0
198,219,58,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100,0,1,0,0,0,0,0,1,8,6
263,290,98,0,1,2,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,199,0,0,0,0,0,0,0,0,0,21
115,138,42,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,25,0,6,0,0,0,0,0,0,5
149,207,88,1,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,115,0,18,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1201,287,98,1,1,1,0,0,1,2,0,0,0,0,0,0,2,1,0,0,0,0,0,117,0,0,17,0,0,0,0,1
1733,387,174,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,8,0,30,0,0,0,0,0
1431,388,156,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,20,214,0,4,29,0,0,0,0
371,174,66,2,3,1,0,0,2,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,77,1,0,9,0,0,0,0
99,36,13,2,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,16,0,0,0,1,0,0,0
265,186,68,1,2,2,0,0,2,2,1,0,0,0,0,0,4,1,0,0,0,0,0,0,1,41,0,0,5,0,0,0
249,146,47,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,41,0,0,4,4,0,0
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
4,7,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
327,330,94,0,2,3,0,0,1,0,3,0,0,0,0,0,1,4,1,0,0,0,0,0,1,1,43,1,0,1,2,17
650,349,105,1,0,1,1,0,0,1,1,0,0,0,0,0,1,3,0,0,0,0,0,0,1,0,27,24,0,0,0,25
242,84,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,4
293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
874,39,6,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1520,55,20,0,0,0,0,8,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
