n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,n17,n18,n19,n20,n21,n22,n23,n24,n25,n26,n27,n28,n29,n30,n31,n32
1908,343,106,4,12,0,0,8,8,0,1,2,8,0,0,0,6,0,0,12,4,1,0,8,90,16,14,26,110,0,0,0
1949,334,115,3,15,2,0,9,10,0,0,3,0,11,0,0,3,2,1,0,13,2,0,8,114,1,31,8,128,1,0,0
1925,347,105,0,8,10,0,2,0,8,0,2,1,8,0,0,0,8,0,0,6,8,1,6,90,28,21,11,127,2,0,0
1921,315,121,0,6,10,0,0,0,6,0,0,4,6,0,0,0,9,0,0,0,10,7,0,6,116,0,32,79,42,0,0
1887,305,132,0,0,14,0,0,0,6,2,0,3,6,2,0,0,6,0,0,0,4,6,7,8,89,0,25,10,85,0,0
1716,33,15,1,0,10,4,0,0,0,8,0,0,4,8,0,0,8,0,0,0,0,8,5,10,0,0,0,0,8,0,0
1800,31,16,0,0,8,8,0,0,0,8,0,0,4,8,0,0,0,8,0,0,0,4,4,9,6,0,0,0,2,0,0
1263,18,23,1,0,0,10,0,0,0,0,4,0,1,7,0,0,0,6,0,0,0,0,6,0,14,0,0,0,0,0,0
2119,417,153,0,0,0,10,4,0,0,0,6,0,0,5,6,0,0,7,0,0,0,0,4,2,9,96,0,0,28,0,0
2524,397,193,0,1,0,8,6,0,0,0,4,4,0,2,12,0,0,8,0,0,0,0,0,8,2,122,6,0,7,22,0
2143,335,252,11,1,0,1,14,0,0,0,0,6,0,0,14,0,0,2,6,0,0,0,0,4,4,9,119,4,0,30,0
2261,282,291,16,1,0,0,14,2,0,0,0,8,0,0,9,0,0,0,8,0,0,0,0,0,8,8,115,6,2,10,21
2190,306,269,16,2,1,0,8,6,0,0,0,2,6,0,0,13,0,0,6,0,0,0,1,0,2,10,105,1,0,0,30
2181,264,271,12,10,1,0,4,10,1,0,0,0,6,0,0,12,1,0,8,0,0,0,0,14,0,4,80,30,0,0,16
3048,302,185,129,15,6,0,0,15,3,1,0,1,3,1,0,8,5,0,2,6,0,0,0,33,0,4,11,123,1,0,0
2274,275,207,129,17,3,1,0,11,4,1,0,0,0,6,0,0,6,0,0,7,0,0,0,21,9,0,10,117,0,0,0
2355,294,184,127,22,8,1,0,4,13,0,0,0,0,6,0,1,9,4,0,7,0,0,0,0,30,0,2,129,0,0,0
2245,259,173,77,24,22,1,0,1,14,0,0,0,0,0,6,0,8,3,0,8,0,0,0,0,27,4,0,44,85,0,0
2755,285,172,6,128,30,23,19,0,24,4,0,12,0,0,14,0,4,17,14,10,16,0,0,12,0,31,6,12,37,0,0
2835,270,169,6,132,22,20,13,0,12,14,0,0,10,6,4,11,12,20,3,6,24,0,0,0,0,44,0,12,6,1,0
3002,379,125,6,130,16,22,9,10,0,28,12,6,0,6,6,8,0,24,6,7,8,6,6,0,6,8,28,0,2,0,0
3105,414,143,1,32,92,16,12,11,4,22,12,2,16,14,6,6,6,14,0,13,20,6,0,6,12,6,42,6,6,0,0
2739,463,99,7,0,96,28,14,8,16,8,14,0,12,0,0,0,8,3,7,7,12,8,6,6,18,12,22,29,0,0,0
2595,393,155,6,1,124,8,16,3,12,10,26,0,0,18,0,12,14,0,20,0,21,6,6,6,0,12,8,34,0,0,0
