n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,n17,n18,n19,n20,n21,n22,n23,n24,n25,n26,n27,n28,n29,n30,n31,n32
1283,324,119,3,0,10,3,0,47,34,1,4,2,2,0,46,2,4,0,0,0,5,0,0,0,0,0,0,0,0,18,1
2099,489,198,14,0,6,10,0,5,119,2,0,4,6,0,95,7,1,0,1,0,10,2,0,0,0,0,8,0,0,29,0
1997,457,175,28,0,3,9,0,0,126,0,1,8,8,0,84,28,8,0,1,0,6,10,0,0,0,0,8,0,0,11,16
1980,428,180,20,10,2,7,0,0,115,1,0,4,0,5,0,99,4,6,1,0,0,14,0,0,0,0,4,0,0,0,30
1852,404,153,14,7,3,11,0,1,17,66,0,1,6,7,0,85,0,7,2,2,0,12,0,11,30,0,3,4,1,0,13
1877,412,167,14,15,6,7,2,0,5,96,0,0,7,4,2,85,1,0,8,1,0,3,7,29,85,0,0,8,1,0,0
661,109,29,1,6,2,0,3,0,0,28,0,0,2,1,2,28,1,0,0,0,0,2,2,7,13,0,0,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2719,303,182,1,5,13,1,0,10,1,0,73,4,0,4,6,10,51,4,0,0,1,1,8,184,6,20,0,9,0,1,0
3812,458,182,3,3,10,11,5,9,1,1,93,4,0,0,2,6,3,102,0,0,0,1,8,62,4,10,15,0,0,0,0
2346,249,112,9,1,1,5,4,0,2,0,0,59,4,0,0,1,7,49,0,0,0,1,0,4,4,5,20,0,0,0,0
3796,480,215,8,3,0,10,6,4,5,1,0,92,4,2,0,1,4,90,1,0,0,0,0,6,6,0,19,18,0,0,0
2595,369,118,7,3,0,2,4,3,0,0,0,39,0,2,0,0,0,12,31,0,0,0,0,4,0,0,0,33,0,0,0
2852,513,144,4,9,0,1,8,7,1,0,0,65,1,4,2,0,2,4,37,0,0,0,1,4,0,4,0,9,18,0,0
2540,528,130,0,14,0,0,2,4,0,1,0,0,41,0,4,0,0,4,53,0,0,0,0,0,2,1,0,0,23,0,0
3240,823,200,15,17,2,1,6,16,4,0,0,0,62,1,0,3,1,0,69,17,0,0,0,0,4,4,0,0,10,18,0
3258,896,229,17,8,18,0,0,21,7,0,0,0,87,0,1,6,3,0,5,91,0,0,0,1,7,2,3,0,0,23,0
3400,807,186,14,8,15,0,0,14,15,2,0,0,68,49,0,0,9,0,4,115,1,0,0,0,9,0,6,0,0,11,19
2896,741,167,14,6,12,6,4,9,12,6,0,0,0,117,1,1,4,2,0,119,0,0,0,0,3,4,8,0,0,0,30
2907,695,157,2,16,10,8,4,4,19,9,0,0,0,83,0,0,0,8,0,63,59,0,0,19,1,8,2,4,0,0,12
2473,622,154,2,14,7,11,0,2,28,2,6,0,0,106,0,0,0,5,4,2,76,1,0,24,0,9,0,6,0,0,0
1253,371,93,2,7,7,4,3,1,7,8,5,0,0,20,60,1,3,0,5,0,60,0,0,8,2,5,0,4,0,0,0
332,71,23,0,0,4,0,0,0,0,3,0,0,0,1,33,0,0,0,0,2,15,0,0,0,5,0,0,0,0,0,0
