n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,n17,n18,n19,n20,n21,n22,n23,n24,n25,n26,n27,n28,n29,n30,n31,n32
2064,304,105,30,10,13,15,10,0,26,11,0,28,20,0,10,12,19,10,20,8,26,10,12,96,38,0,68,89,16,30,0
2148,303,114,9,17,22,6,34,10,29,11,0,4,13,0,10,20,11,20,8,26,23,14,0,16,129,0,10,124,0,3,28
1953,313,120,11,38,16,17,4,12,18,10,19,0,22,10,0,10,15,16,0,0,17,27,0,14,119,0,0,99,0,0,28
1239,211,95,3,10,9,4,0,4,0,4,3,0,12,3,12,2,20,2,0,4,13,15,0,21,77,21,0,72,10,0,6
14,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
191,26,15,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,3,25,1,0,0,0,0
990,198,60,1,1,5,7,2,1,1,0,1,0,0,1,5,0,0,0,0,0,0,0,11,0,12,66,0,0,0,0,0
1929,199,79,12,1,0,4,1,7,1,1,2,0,0,0,0,2,3,1,0,0,0,0,4,3,18,39,0,4,0,0,0
2581,236,90,12,0,0,2,2,5,1,0,4,4,0,0,0,7,1,0,1,0,0,0,0,7,0,38,19,6,0,0,0
2451,154,36,8,14,0,5,3,5,0,10,9,3,1,6,10,6,11,0,4,10,10,15,0,3,2,8,26,3,11,0,0
4263,406,143,12,24,21,10,4,13,14,10,0,44,20,0,8,12,6,27,4,0,10,20,0,18,6,2,115,0,0,0,0
4051,343,174,21,18,7,0,10,11,8,20,10,20,18,0,0,0,14,6,21,14,10,0,6,0,10,13,109,15,0,0,0
3929,336,187,4,15,20,11,5,10,17,17,18,14,2,0,0,21,1,14,16,4,10,0,10,11,7,20,24,81,0,0,0
4914,479,220,44,0,37,10,9,10,21,5,20,11,18,0,0,1,10,22,18,0,10,50,0,20,26,24,4,102,15,0,0
4833,657,109,153,19,6,10,0,10,20,8,0,10,16,2,19,30,20,30,34,0,0,0,0,30,24,2,18,126,32,0,0
2808,437,141,81,0,32,10,6,0,0,10,2,12,0,12,14,4,19,14,5,18,13,0,0,0,12,5,4,129,17,1,0
2262,361,74,113,5,7,20,6,10,4,0,4,0,10,14,4,11,4,8,0,11,16,0,0,8,16,12,0,0,101,1,0
3528,700,130,39,118,0,8,18,11,10,0,18,30,5,10,2,16,10,30,10,0,27,0,0,0,0,2,25,14,6,9,18
3265,659,127,24,106,10,11,12,24,20,0,23,6,8,0,16,0,6,10,0,26,17,2,54,10,0,21,15,10,0,0,28
930,254,52,18,30,2,3,10,3,12,16,0,0,0,5,0,0,5,1,0,0,0,3,0,4,0,0,3,0,0,0,3
2415,521,93,45,53,73,6,15,3,19,0,2,9,0,10,4,12,11,6,27,10,0,12,3,34,6,10,10,0,0,0,0
3357,685,138,36,20,142,10,0,28,0,7,10,0,18,8,10,16,20,0,0,30,0,26,8,47,7,26,20,8,0,0,0
1697,411,157,5,9,78,4,5,4,10,22,22,0,2,6,16,3,3,16,7,18,8,19,2,5,27,6,0,15,11,0,0
2206,348,151,32,13,162,32,0,4,12,5,4,0,16,0,38,13,0,0,10,12,10,0,0,11,46,4,20,14,0,0,0
