n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,n17,n18,n19,n20,n21,n22,n23,n24,n25,n26,n27,n28,n29,n30,n31,n32
484,649,243,145,1,2,240,2,1,2,1,4,2,150,0,0,3,11,0,2,0,0,0,0,7,0,0,0,0,13,0,0
567,985,298,125,0,2,67,130,0,2,0,3,8,149,0,0,3,21,0,4,0,0,0,0,8,0,0,0,0,0,16,0
378,381,222,153,1,1,21,85,0,0,0,2,4,99,1,1,3,4,0,5,0,0,0,0,6,1,1,0,1,0,9,0
513,827,357,113,1,0,17,138,0,0,3,1,3,32,693,0,0,14,0,1,0,0,0,1,2,1,1,1,0,0,0,19
675,933,281,92,0,0,15,200,37,0,0,1,0,2,203,0,3,19,0,4,0,0,0,1,11,1,1,3,2,1,2,28
516,523,250,139,2,0,12,2,109,3,0,5,3,4,22,80,2,5,1,5,0,0,0,0,17,1,2,1,1,1,2,1
369,634,169,183,1,2,14,5,133,0,0,5,5,6,10,123,2,9,2,5,0,0,1,0,12,0,3,0,1,1,0,0
962,556,304,133,2,6,17,5,158,1,1,7,1,2,12,95,13,11,0,1,0,0,1,0,21,6,1,1,0,0,2,3
2088,1214,564,67,4,1,2,1,121,132,1,0,1,0,2,221,18,27,0,3,0,0,0,0,20,34,1,4,3,2,3,8
2151,1130,560,74,2,1,0,1,2,235,0,1,0,0,0,43,233,28,0,3,0,0,0,0,28,13,21,2,6,1,3,7
2100,959,748,0,0,0,0,0,0,208,0,0,0,0,0,0,298,31,0,0,0,0,0,0,33,5,33,4,4,0,4,9
1819,928,423,3,2,0,0,1,1,250,1,0,0,0,0,0,204,21,2,0,0,0,0,0,24,6,17,15,6,4,1,5
2154,1071,573,2,0,0,0,0,0,20,203,0,0,0,0,0,164,152,0,0,0,0,0,0,18,1,4,38,1,2,4,7
2119,1481,574,0,1,0,0,0,2,2,269,0,0,0,0,0,8,259,0,0,0,0,0,0,39,6,6,33,11,8,3,9
1718,1063,356,2,2,1,2,0,10,4,200,0,1,0,0,0,24,192,1,0,0,0,0,0,21,1,3,4,29,4,9,4
1236,1145,325,4,5,3,0,0,2,15,126,14,0,0,0,0,19,155,1,0,1,0,0,0,10,5,6,4,22,4,1,5
1694,1499,330,2,4,1,0,0,4,6,2,228,0,0,0,0,19,88,128,0,0,0,0,0,42,4,3,7,4,41,1,6
1552,1559,449,11,1,1,0,0,2,0,0,209,0,0,0,0,20,31,221,0,0,0,0,0,31,7,5,6,7,39,6,7
1460,1917,344,0,1,0,0,0,3,0,0,357,0,0,0,0,6,37,278,0,0,0,0,0,30,5,3,5,2,4,44,9
1441,1755,496,0,0,1,1,0,0,0,0,125,133,0,0,0,2,38,233,0,0,0,0,0,33,5,3,3,2,2,38,8
1134,1496,353,4,1,0,1,0,1,0,0,8,238,0,0,0,10,25,45,116,0,0,0,1,10,3,6,7,4,5,20,17
772,1323,232,15,2,13,0,1,3,13,0,14,160,0,0,0,6,26,9,97,0,0,0,0,18,2,1,0,2,2,0,19
863,1284,285,2,0,0,0,0,0,0,0,12,149,0,0,0,9,24,5,196,0,0,0,0,40,2,3,0,0,0,0,1
1263,1121,435,0,1,0,0,0,1,0,0,5,39,189,0,0,16,27,4,201,20,0,0,0,60,3,3,4,4,4,3,4
