n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,n17,n18,n19,n20,n21,n22,n23,n24,n25,n26,n27,n28,n29,n30,n31,n32
4008,409,210,1,1,0,1,8,0,1,0,0,0,20,4,36,0,0,0,0,6,12,0,0,0,0,0,0,0,0,0,0
1009,6,13,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
915,7,6,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
910,8,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
977,11,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
946,16,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1594,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2577,26,6,0,0,6,0,0,0,12,6,6,0,0,0,6,9,0,6,0,4,14,0,4,0,0,0,4,0,0,0,0
2402,48,12,0,6,14,0,8,0,16,14,0,0,0,6,6,2,1,0,0,6,0,4,2,4,4,0,2,4,0,0,0
4393,134,34,16,12,10,26,10,6,6,18,6,14,0,11,8,9,3,21,0,4,2,18,24,22,16,10,0,0,6,0,0
4144,42,30,4,4,10,6,10,13,4,0,10,8,0,0,21,10,12,15,1,10,16,2,12,14,16,0,10,30,11,0,0
4476,53,10,8,22,0,10,22,12,8,12,8,19,0,21,2,12,10,17,0,1,28,0,16,34,20,24,30,20,4,0,0
4449,97,19,8,0,39,16,28,20,1,21,0,0,10,10,21,9,20,8,24,19,16,10,15,12,19,4,32,1,0,0,0
4258,226,54,4,8,27,0,10,0,20,28,0,10,10,16,11,6,10,27,9,0,5,4,10,15,33,12,12,2,0,0,0
2884,23,19,0,6,20,4,14,0,6,3,4,4,6,0,9,0,0,21,4,6,4,0,0,0,10,2,5,0,0,0,0
2824,19,55,4,6,12,6,0,10,4,6,0,4,6,3,0,4,6,4,0,8,16,0,16,4,0,0,10,0,0,0,0
1894,15,16,0,0,6,10,4,0,0,11,0,6,0,0,0,1,0,0,0,1,7,6,10,4,12,4,4,6,4,0,0
1850,19,8,0,0,6,0,0,4,0,19,4,0,0,0,6,6,6,0,4,4,13,14,4,1,15,6,6,0,0,0,0
1560,15,65,0,15,9,1,12,4,0,14,12,4,6,1,6,0,0,6,14,4,1,3,0,4,0,0,10,6,6,0,0
1616,15,12,0,6,3,8,5,4,4,0,4,19,4,10,0,6,0,0,0,5,13,8,1,13,7,0,18,6,0,0,0
1733,20,16,7,0,0,16,6,4,0,4,17,0,1,16,5,4,14,0,0,0,6,6,2,0,8,11,1,0,0,0,0
1598,26,7,4,0,12,8,10,6,6,10,6,12,0,6,0,4,6,0,8,4,10,16,16,0,0,0,3,2,0,0,0
1523,12,7,12,4,16,10,14,10,0,0,6,10,16,0,6,4,4,0,0,0,16,8,4,6,10,0,0,2,1,0,0
1392,13,14,6,0,0,0,18,6,0,4,6,0,6,10,10,4,12,22,16,6,10,6,0,0,0,4,5,6,0,0,0
