n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,n17,n18,n19,n20,n21,n22,n23,n24,n25,n26,n27,n28,n29,n30,n31,n32
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,31,7,36,4,2,0,18,1,0,1,1,0,5,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0
493,287,198,24,127,0,6,91,13,1,6,0,5,0,0,0,29,25,0,5,0,4,0,0,55,0,0,4,0,10,0,0
1036,479,137,40,149,11,6,125,6,1,3,0,22,12,1,10,6,32,4,0,0,33,0,16,45,0,17,7,4,4,0,1
693,617,148,83,120,2,0,124,4,8,1,4,0,12,4,5,37,36,26,9,0,0,0,10,32,20,8,7,1,6,1,0
595,617,174,122,43,76,18,66,85,12,0,5,3,24,0,4,17,29,2,22,0,5,16,0,29,12,0,22,6,0,5,0
857,474,316,21,17,265,7,5,144,0,6,2,12,21,4,0,37,34,4,2,0,0,13,0,31,0,10,6,24,0,12,13
844,613,88,46,6,171,0,10,134,4,10,20,0,7,13,0,23,40,6,11,0,5,3,12,54,0,1,18,0,0,0,12
608,808,86,29,1,59,112,7,148,1,0,11,5,6,4,8,31,41,9,11,18,10,16,0,21,6,3,44,0,0,0,4
585,653,272,4,7,0,151,30,83,88,0,18,12,0,0,5,22,35,0,6,0,5,17,0,36,5,6,21,7,0,0,17
869,480,192,5,41,13,177,7,1,162,25,30,6,4,6,13,27,33,7,0,16,7,7,10,13,2,0,0,0,0,2,1
657,748,209,8,0,5,91,117,24,170,0,0,0,7,12,4,29,38,4,7,0,6,17,7,23,21,16,13,0,0,0,0
630,635,176,41,7,0,6,141,5,146,0,4,15,2,4,6,13,31,0,11,0,0,17,0,32,8,1,4,5,1,2,0
940,446,329,4,1,6,0,215,2,44,95,22,0,4,3,6,7,32,0,12,8,0,0,10,32,8,2,0,6,4,0,0
760,647,145,34,6,12,16,55,92,7,185,3,1,12,1,12,4,34,4,12,0,22,6,8,19,4,5,14,20,0,0,2
