n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,n17,n18,n19,n20,n21,n22,n23,n24,n25,n26,n27,n28,n29,n30,n31,n32
2016,412,100,18,20,9,2,36,20,0,0,14,16,22,38,1,0,3,16,17,10,30,0,11,16,18,20,20,94,62,0,20
1779,352,145,13,9,12,13,10,14,0,21,0,14,32,9,21,0,4,4,20,4,0,5,10,22,6,7,6,1,74,0,0
1357,208,124,2,8,2,57,33,6,2,30,6,20,34,7,10,3,0,9,0,4,0,10,10,14,6,2,0,0,1,0,0
2282,395,221,20,28,10,10,10,15,10,0,0,19,16,16,8,21,20,5,16,6,20,20,10,10,29,17,20,0,10,0,0
2090,457,184,36,4,14,10,12,22,13,20,20,15,20,10,12,11,12,3,48,4,24,0,20,20,51,27,10,0,0,0,0
1397,312,66,77,11,14,10,0,14,28,0,10,0,8,0,8,0,1,11,3,10,5,0,0,21,35,17,2,20,10,1,0
1783,376,87,92,20,10,2,0,14,35,3,11,0,15,7,17,23,4,11,30,4,6,10,0,28,164,32,16,10,3,0,0
2286,377,161,108,40,2,20,0,10,16,35,13,30,2,19,0,10,0,1,23,5,6,12,20,20,0,35,23,12,4,0,0
3136,309,238,41,67,19,7,20,10,4,13,16,3,0,8,23,24,31,12,30,28,10,7,0,20,0,20,26,8,0,0,0
1116,191,95,11,43,7,2,0,0,0,16,0,3,0,5,6,12,11,0,10,2,0,2,0,2,0,13,11,17,0,0,0
619,128,76,0,43,3,0,10,0,0,0,2,0,4,10,22,11,2,0,0,1,3,2,0,0,3,18,10,11,2,0,0
51,33,4,1,0,15,0,0,0,1,2,0,0,0,0,10,2,1,3,0,0,0,0,2,0,0,0,0,0,3,0,0
580,312,104,127,11,118,1,0,15,7,5,30,2,8,10,10,13,19,14,10,4,0,0,16,10,12,0,10,0,24,0,0
506,321,77,82,31,68,0,0,10,23,20,0,0,26,0,0,19,1,4,11,6,13,10,0,4,10,0,0,7,18,3,0
714,291,54,60,40,97,8,0,6,31,1,14,10,20,9,19,3,21,0,0,0,10,11,0,10,21,6,14,20,0,26,1
208,109,18,7,26,30,1,0,10,0,0,0,1,0,0,0,17,20,0,0,0,0,16,0,0,0,10,0,0,0,11,0
2100,183,66,0,59,1,47,0,2,2,8,7,7,2,0,1,6,20,6,31,18,6,1,5,4,0,0,0,0,0,0,16
2871,331,92,24,134,5,121,20,2,24,0,0,1,0,18,0,29,29,14,12,20,1,10,23,4,4,20,10,18,10,0,25
1934,278,106,16,24,98,78,3,20,28,16,20,0,0,26,10,20,18,15,8,14,11,3,8,27,8,20,10,0,10,0,5
2044,331,116,8,6,137,10,98,1,26,10,11,0,10,10,28,21,12,14,24,22,19,12,14,58,17,30,10,0,0,0,0
2117,273,150,2,8,87,2,109,16,6,11,29,20,1,10,28,4,22,16,12,7,21,12,10,16,31,20,5,10,0,0,0
2096,321,129,10,8,90,73,114,30,20,18,8,0,20,10,20,18,0,16,4,8,10,14,3,17,31,16,10,0,0,0,0
2434,324,128,0,16,8,71,19,68,20,14,18,0,17,10,0,16,0,32,12,25,12,24,6,8,44,16,20,0,1,0,0
905,132,63,11,11,16,52,10,46,10,14,0,0,0,0,0,0,3,11,32,6,0,3,2,3,7,49,0,0,0,0,0
