n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,n17,n18,n19,n20,n21,n22,n23,n24,n25,n26,n27,n28,n29,n30,n31,n32
1945,30,3,4,2,8,8,15,0,2,3,0,3,5,0,0,0,6,7,1,0,1,0,0,18,0,0,4,0,0,0,0
1737,27,4,0,4,5,0,14,7,0,4,0,0,13,0,0,1,7,0,8,0,0,1,0,9,2,0,7,0,0,0,0
734,9,1,0,0,0,0,3,4,0,3,1,0,4,0,0,0,0,1,1,0,0,1,0,0,4,0,4,1,0,0,0
1271,27,0,0,0,4,5,0,6,0,0,2,0,2,0,0,0,0,5,6,1,0,0,0,0,11,2,0,4,0,0,0
1514,30,0,0,0,0,10,0,7,4,0,7,0,1,6,0,0,0,4,2,3,0,0,0,1,4,6,0,6,0,0,0
1689,40,21,0,0,0,10,1,7,7,1,3,3,0,7,1,0,1,0,5,6,1,0,0,1,1,4,1,9,0,0,0
1812,32,2,0,0,0,6,6,2,13,0,0,8,0,8,1,0,1,0,6,8,3,0,0,1,1,7,6,2,6,0,0
919,11,4,0,0,0,2,0,2,3,4,0,5,0,0,2,0,0,0,0,2,1,0,0,0,0,4,2,0,2,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
110,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
284,9,0,0,2,2,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,0,0,0,0,1,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1295,18,0,4,0,5,5,1,4,0,4,0,0,0,0,4,0,4,4,0,4,1,0,0,1,8,4,0,0,0,0,0
1674,30,0,6,2,8,1,8,8,0,8,0,0,0,0,8,0,8,8,0,8,1,0,0,0,12,4,8,0,0,0,0
