n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,n17,n18,n19,n20,n21,n22,n23,n24,n25,n26,n27,n28,n29,n30,n31,n32
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,51,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,5,0,0,0,0,0
556,141,57,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,46,0,7,3,0,0,2,7,9,0,3,0,6,0
2422,804,270,12,1,1,14,9,2,15,13,2,11,1,0,36,14,17,65,13,1,36,13,19,19,133,113,8,35,3,23,5
2957,1293,340,25,1,29,16,25,1,0,16,14,29,0,13,62,30,70,29,3,0,13,13,2,51,39,509,17,22,18,15,34
3144,1168,596,24,27,20,14,30,13,0,1,0,14,18,13,53,0,28,20,0,34,14,13,0,42,20,452,45,32,4,15,38
2022,1267,389,2,1,0,0,0,0,0,1,0,0,0,0,0,3,35,34,0,0,0,0,0,53,6,362,46,5,3,3,6
945,553,111,4,1,0,0,0,3,0,2,0,6,0,0,0,3,12,2,0,0,10,0,0,30,0,47,119,1,1,0,0
913,802,180,51,5,1,1,3,4,0,1,0,0,0,0,4,40,10,105,3,0,1,1,0,20,20,7,168,12,1,1,2
554,456,111,0,0,0,2,15,10,5,0,30,0,7,10,6,0,6,0,0,0,0,1,0,0,15,6,146,0,3,0,0
6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1016,593,244,0,12,0,6,0,6,0,0,6,0,6,6,0,6,0,6,5,1,0,6,6,6,12,27,6,195,0,1,0
1140,559,237,0,6,0,0,12,12,12,0,0,6,0,6,18,6,0,6,6,0,6,6,0,12,18,17,27,242,0,0,0
1080,530,182,7,6,13,0,12,0,7,0,6,18,6,18,0,0,0,6,0,18,8,6,12,0,18,6,36,193,8,0,0
662,302,99,6,6,0,0,0,0,0,6,6,6,0,6,0,6,0,0,0,0,0,12,0,0,6,0,11,12,151,0,0
185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
