n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,n17,n18,n19,n20,n21,n22,n23,n24,n25,n26,n27,n28,n29,n30,n31,n32
88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
356,8,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1103,255,89,1,0,0,0,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,11,0,0,0,0
1201,262,87,0,1,1,0,0,1,57,67,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,19,10,0,0,0
982,306,114,0,1,0,0,0,0,1,130,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,27,0,0,0
1032,296,95,0,1,0,0,0,0,0,150,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,23,9,0,0
1223,339,101,0,0,0,0,0,0,0,161,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0
972,402,108,0,1,0,0,0,0,0,58,118,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,21,9,0
1215,526,127,0,1,1,0,0,1,1,0,198,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0
833,552,101,1,0,2,0,0,1,1,1,193,0,0,0,0,2,3,0,0,0,1,0,0,0,0,0,1,0,0,21,7
694,550,97,2,2,6,2,0,1,1,0,145,42,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,24
771,604,142,0,0,1,0,0,4,0,0,9,182,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,22
747,556,154,0,0,0,0,0,0,0,0,0,228,1,0,0,0,0,1,0,0,0,0,0,31,0,0,0,0,0,0,0
593,643,108,1,0,0,0,0,0,0,0,0,197,0,0,0,0,0,0,0,0,0,0,0,24,6,0,0,0,0,0,0
853,607,65,1,0,2,0,0,1,1,0,0,73,131,0,0,0,1,0,0,0,0,0,0,0,27,0,0,0,0,0,0
555,549,62,2,0,0,1,0,2,1,0,0,0,192,0,0,3,2,0,0,0,0,0,0,0,26,0,0,0,0,0,0
475,492,61,2,1,0,0,0,1,1,1,0,0,208,0,0,0,2,0,0,0,0,0,0,0,1,28,0,0,0,0,0
283,284,41,5,0,3,1,0,2,3,0,0,1,96,10,1,2,2,0,0,0,0,0,0,0,0,10,0,0,0,1,0
