n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,n17,n18,n19,n20,n21,n22,n23,n24,n25,n26,n27,n28,n29,n30,n31,n32
174,23,15,0,0,0,0,0,0,0,0,14,0,2,0,0,0,0,0,2,0,0,0,2,4,0,0,0,0,0,0,0
180,17,18,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,3,1,3,0,0,0,2,4,0,0,0,0,0,0
186,25,18,0,2,0,3,0,1,1,0,8,16,0,0,0,0,0,3,1,2,0,1,0,0,2,0,2,0,0,0,0
414,59,32,2,2,2,5,0,1,0,0,0,16,0,2,0,1,1,30,0,5,1,0,0,0,0,5,1,4,0,0,0
577,97,53,3,2,2,3,4,0,1,1,0,45,0,4,0,4,0,3,4,5,4,0,0,0,3,7,18,0,0,0,0
1214,235,56,6,0,11,9,6,0,0,0,0,73,0,1,7,2,5,0,95,2,22,0,0,0,4,4,25,6,6,0,1
887,150,52,7,0,6,3,12,0,0,0,0,0,23,0,2,0,3,0,64,0,16,0,0,0,1,4,22,8,0,0,0
1237,174,41,0,3,1,5,0,9,0,0,0,0,73,1,6,0,7,0,62,10,8,10,0,0,0,2,2,26,0,0,0
1462,149,51,0,2,1,4,0,2,4,0,0,0,55,3,1,2,2,1,0,85,0,17,0,0,0,0,7,17,7,0,0
1124,93,37,0,6,0,4,0,0,4,2,0,0,42,12,0,2,0,2,0,37,0,14,4,0,0,0,2,4,17,0,0
1372,82,24,0,2,2,2,4,0,9,3,0,0,0,76,1,6,1,4,0,77,0,4,15,0,0,0,0,4,17,0,0
1301,136,47,8,0,8,0,8,0,6,0,7,0,0,114,0,7,0,8,0,12,77,0,22,4,0,0,0,6,9,18,0
1279,122,33,7,0,2,0,6,0,0,6,2,6,0,77,0,0,7,2,2,0,103,0,14,11,0,0,0,2,4,24,0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
