n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,n17,n18,n19,n20,n21,n22,n23,n24,n25,n26,n27,n28,n29,n30,n31,n32
550,856,210,29,0,0,0,0,1,1,0,16,0,165,0,0,25,20,4,1,93,0,0,0,35,5,0,2,2,5,2,5
526,668,276,0,1,0,1,0,2,0,1,3,0,191,0,0,1,13,5,0,180,0,0,0,8,17,1,4,4,2,1,2
689,1143,321,1,0,0,0,0,0,0,0,1,0,177,92,0,2,15,1,0,248,1,0,0,12,23,14,5,5,2,2,6
983,1220,364,0,0,0,0,0,0,0,0,1,0,1,217,0,3,22,0,0,139,97,0,0,23,2,36,4,1,3,2,4
725,1104,476,1,2,1,0,0,0,0,0,0,0,0,286,0,1,20,1,0,6,251,0,0,13,1,39,5,0,0,0,3
220,322,86,5,2,1,1,0,2,1,0,0,0,0,41,0,1,3,0,0,0,63,0,0,1,0,1,13,0,0,0,0
377,494,303,1,3,0,0,0,1,3,0,1,0,0,33,88,2,8,0,0,0,120,0,2,11,2,1,10,1,1,0,2
1265,714,314,0,3,0,0,2,2,0,0,0,0,0,7,57,2,2,0,0,0,5,116,0,0,1,1,1,16,3,0,1
327,255,79,3,0,0,0,0,0,0,0,4,0,1,15,78,0,1,1,3,0,6,30,0,0,3,3,91,4,5,0,3
441,162,67,5,1,6,4,1,4,0,2,24,0,1,7,45,7,0,9,13,3,13,36,1,5,25,28,851,2,0,0,19
1913,657,343,11,1,2,6,18,3,2,0,5,0,3,8,35,137,10,1,31,0,25,101,56,24,42,17,187,11,12,2,10
2636,1118,495,14,16,8,9,7,10,13,0,13,15,8,17,25,322,18,11,30,21,3,7,192,10,6,16,21,36,5,9,4
1055,414,202,15,1,11,18,4,14,8,0,0,4,2,7,5,157,7,0,0,0,2,11,106,20,7,11,3,1,14,10,2
1686,772,299,14,4,16,37,8,0,0,17,3,0,10,11,24,116,77,0,0,0,1,5,141,16,2,3,3,17,14,9,3
2092,1124,439,11,1,17,0,14,22,20,8,28,11,10,8,29,52,257,12,23,15,15,2,70,155,5,4,30,3,11,21,14
101,63,19,0,0,0,0,0,0,0,0,0,0,0,0,1,1,26,0,0,0,0,0,0,10,0,0,0,0,0,2,3
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
