n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,n17,n18,n19,n20,n21,n22,n23,n24,n25,n26,n27,n28,n29,n30,n31,n32
1561,739,423,14,0,26,0,6,30,15,16,1,0,38,18,18,15,21,0,46,1,0,297,52,46,16,37,38,76,216,2,48
1447,1150,228,30,16,16,38,0,0,0,14,21,11,26,0,16,0,33,35,31,20,42,281,32,36,0,14,78,0,130,5,46
1496,844,378,13,32,16,2,34,0,0,0,14,14,20,14,14,49,56,6,21,0,0,242,34,94,15,16,16,35,0,13,8
1462,1207,252,20,16,19,42,28,0,0,0,45,48,85,16,0,1,19,5,0,9,16,158,121,87,8,0,16,46,17,0,0
920,927,332,7,19,31,1,11,14,29,1,11,0,26,0,2,0,50,13,0,6,10,33,242,28,73,0,19,24,9,0,0
1270,1030,276,16,1,16,15,22,0,20,0,0,0,3,22,0,11,41,4,38,32,0,16,238,7,74,16,38,23,33,0,0
1244,939,398,4,15,12,4,3,6,7,16,14,39,10,7,0,17,19,0,24,0,9,7,217,30,41,21,33,30,0,2,1
2816,1186,554,1,30,36,32,33,45,0,0,5,5,16,30,0,23,37,0,36,14,18,0,24,249,41,66,57,80,30,11,34
1537,470,412,2,4,0,16,37,9,14,0,4,6,0,20,0,33,7,0,0,0,0,0,1,113,8,37,17,63,15,11,22
1188,301,210,5,5,9,0,5,1,18,22,12,0,10,0,0,11,14,0,0,13,0,0,12,95,2,16,14,16,12,1,10
797,336,93,49,1,1,10,0,2,1,4,4,0,14,0,14,1,1,10,1,0,6,0,0,3,39,35,3,22,8,2,4
1744,586,238,140,2,1,0,1,1,6,12,9,28,0,17,0,3,25,0,0,30,3,2,1,4,104,40,26,14,6,14,1
2415,986,336,198,28,0,11,0,29,14,27,44,0,2,14,11,27,68,0,0,54,16,0,0,11,174,38,1,28,3,20,5
711,245,93,132,0,3,0,2,1,1,12,15,0,0,0,0,0,16,0,1,0,0,0,1,1,80,10,0,0,2,2,0
727,298,71,127,46,2,1,4,0,0,1,6,10,0,0,0,2,6,3,8,6,0,0,9,7,22,45,3,3,16,0,1
1819,1026,229,137,153,3,2,5,9,2,1,12,7,2,16,22,10,16,6,4,16,1,11,21,40,36,187,19,3,14,38,8
1511,842,199,123,68,0,1,6,8,11,22,21,0,14,5,1,2,46,2,3,0,0,17,16,23,37,131,0,1,0,20,2
985,796,184,3,124,13,9,1,2,3,2,2,7,0,2,0,11,31,2,0,0,1,10,22,12,1,110,48,16,15,0,21
740,500,121,0,17,74,4,6,1,1,1,2,0,0,0,0,10,6,0,1,0,0,0,0,3,22,12,49,2,0,1,6
309,250,54,0,3,40,0,2,0,2,0,1,0,0,0,0,19,5,0,9,0,0,1,0,3,0,8,17,2,0,0,1
195,211,31,0,5,36,0,0,1,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,12,1,4,68,0,0,0,1
256,191,65,1,3,9,33,1,0,0,0,7,0,0,0,0,2,15,8,0,0,0,0,0,5,3,7,5,60,0,1,1
645,667,116,4,12,2,130,0,0,0,20,39,0,0,0,0,16,20,1,14,1,1,6,0,10,13,7,6,115,1,3,13
261,213,74,0,13,0,49,2,2,1,0,0,1,0,0,0,12,4,0,0,0,0,0,5,5,16,6,0,48,1,0,0
