n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,n17,n18,n19,n20,n21,n22,n23,n24,n25,n26,n27,n28,n29,n30,n31,n32
44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0
43,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
160,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,15,0,0,0,0,0,0,13,0,0,0,0,0,0,0
67,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,6,0,0,0,0,0,0,0
130,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0,0,0,9,0,0,0,0,0,0,0
229,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,32,0,0,0,0,0,0,29,0,0,0,0,0,0,0
129,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,17,0,0,0,0,0,0,5,0,0,0,0,0,0,0
216,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,30,0,0,0,0,0,0,29,0,0,0,0,0,0,0
178,16,2,1,0,0,0,0,0,0,0,0,0,0,1,0,2,23,0,0,0,0,0,0,12,0,0,0,0,0,0,0
186,14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,24,0,0,0,0,0,0,14,0,0,0,0,0,0,0
1152,322,81,0,0,0,35,23,16,0,12,75,54,16,0,3,18,33,191,0,0,0,16,32,26,136,17,3,0,1,0,0
1021,221,197,19,16,22,12,14,0,16,0,14,16,28,19,19,2,23,149,0,30,21,0,6,11,212,2,19,17,0,8,0
581,230,79,14,0,0,5,0,14,2,6,0,0,1,0,9,4,43,162,2,0,16,4,0,15,74,14,31,0,0,13,0
764,151,98,16,5,0,21,17,0,3,15,0,10,4,30,26,1,14,5,110,6,0,12,1,33,24,115,10,0,14,0,0
185,97,31,1,9,18,0,5,1,0,1,0,0,3,0,0,0,3,7,72,0,0,0,0,11,3,30,5,0,0,0,0
834,359,219,2,1,2,19,0,0,0,22,0,21,11,16,24,22,42,7,200,10,12,15,14,6,14,123,11,0,0,0,8
1059,783,175,8,7,2,14,5,15,2,8,31,1,0,0,40,15,21,10,103,67,0,0,6,20,1,125,15,10,0,1,7
707,484,160,1,14,13,6,0,2,29,12,4,17,6,0,16,25,28,2,0,151,0,15,3,17,6,49,116,34,3,0,0
1514,800,254,34,16,16,0,0,58,30,12,0,14,28,14,22,1,32,1,0,242,34,0,16,27,47,18,217,41,14,0,1
1636,1093,204,22,34,46,22,0,0,0,4,44,16,21,14,23,52,38,29,16,277,0,34,14,16,22,25,293,44,76,0,0
1700,758,439,18,0,22,16,6,19,0,1,21,0,28,24,0,29,70,32,20,120,234,16,32,62,15,0,208,130,67,3,0
1676,1176,206,14,0,15,13,28,46,14,0,0,15,0,52,14,66,51,0,30,10,234,16,26,83,43,1,18,209,15,31,0
2053,828,417,55,38,27,24,35,19,0,16,0,14,16,0,0,59,38,0,0,53,301,0,16,60,23,17,31,301,16,38,0
968,626,128,17,2,1,6,31,8,33,32,9,8,15,6,18,43,30,3,0,4,122,52,2,14,1,32,1,174,6,4,27
