n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,n17,n18,n19,n20,n21,n22,n23,n24,n25,n26,n27,n28,n29,n30,n31,n32
1739,266,108,11,30,6,126,10,10,5,0,6,2,16,1,8,10,0,16,28,10,20,33,24,50,14,16,11,120,6,0,0
1828,286,108,22,30,0,88,48,0,8,20,2,16,28,11,16,2,30,8,8,0,0,21,18,36,42,0,16,64,85,0,0
1790,277,116,8,10,20,30,90,10,2,16,10,26,8,21,0,36,1,8,16,0,20,0,23,10,69,0,8,40,61,0,0
1791,251,122,16,10,1,20,135,4,0,28,0,8,0,16,1,38,30,16,26,22,0,0,20,7,35,27,43,6,0,0,0
1893,335,109,14,4,10,0,133,16,2,16,13,0,16,20,1,18,10,29,34,8,1,0,20,29,22,45,8,16,0,0,0
1749,346,143,40,8,0,20,39,65,14,32,0,0,18,36,1,0,48,8,0,26,10,29,0,8,19,57,11,4,4,0,0
2091,357,109,0,16,1,1,0,108,0,10,33,19,26,42,24,1,11,26,6,14,14,4,25,0,9,44,50,20,3,0,0
1944,387,105,17,22,10,30,10,84,37,12,14,0,0,4,18,21,19,1,7,0,8,0,30,14,28,25,27,10,0,0,0
2058,253,190,15,10,18,0,10,88,10,15,22,34,0,18,43,14,33,16,6,0,6,0,10,10,24,8,22,34,0,0,0
2284,271,199,5,1,5,12,50,18,111,28,6,14,22,2,4,27,1,18,35,0,7,0,0,10,10,28,39,43,0,0,0
2199,218,208,0,15,0,28,0,10,112,0,34,4,36,12,36,28,11,6,16,22,2,26,0,10,10,8,26,32,30,0,0
2159,227,206,34,14,0,16,10,30,116,0,20,26,10,8,46,20,18,45,13,18,10,18,0,0,0,4,18,12,30,0,0
2074,219,112,120,3,10,14,14,10,66,40,6,28,10,0,18,26,6,21,36,16,20,26,10,10,0,10,32,28,16,16,0
2068,197,78,130,21,2,10,10,6,10,107,0,8,20,30,12,20,44,3,28,26,10,14,24,10,10,10,26,26,0,29,0
2041,248,101,90,18,23,10,28,14,16,93,10,26,9,10,20,22,4,6,25,12,0,0,16,0,30,10,10,22,0,23,7
2253,224,93,64,83,22,0,10,38,10,114,10,0,16,0,10,0,24,18,11,34,30,0,8,0,20,10,10,16,8,0,31
2037,276,97,1,135,12,11,10,28,20,27,91,10,8,20,10,10,8,22,15,24,4,16,8,55,0,0,20,26,18,0,25
2082,225,141,10,120,16,24,10,14,2,4,119,24,28,10,10,0,31,24,36,23,4,0,10,46,10,10,29,0,6,0,0
1839,279,133,0,109,33,23,10,0,28,20,122,10,26,10,0,40,20,7,30,15,14,0,0,36,10,10,0,0,0,0,0
2002,323,166,0,10,120,36,20,10,18,0,95,20,2,16,10,10,0,26,4,20,26,0,0,32,48,10,0,30,0,0,0
1942,269,113,0,40,127,28,18,16,12,4,30,105,20,8,30,10,0,0,16,29,24,10,0,14,34,10,20,4,6,0,0
1831,270,124,0,10,142,6,14,20,0,8,10,125,10,28,10,0,20,10,8,8,11,34,10,0,44,33,30,10,0,0,0
2080,251,133,0,0,108,15,17,32,18,18,41,117,10,6,10,10,10,16,8,2,15,22,22,10,28,43,0,20,0,0,0
1833,236,112,10,10,30,116,10,21,0,14,14,64,63,14,44,10,10,0,10,28,35,40,18,20,8,25,35,0,0,0,0
