n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,n17,n18,n19,n20,n21,n22,n23,n24,n25,n26,n27,n28,n29,n30,n31,n32
106,22,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,10,0,3,6,16,0,0,0,3,0,0,0
1006,328,72,14,12,1,3,2,20,10,12,12,1,10,12,8,2,5,7,6,0,0,8,1,0,0,14,20,2,11,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,22,8,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,0,0,0,4,0,0,0,0,0,0,0
519,106,17,18,2,2,3,0,4,0,1,11,1,0,1,1,5,4,0,0,0,0,0,6,4,0,0,0,4,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,22,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
334,50,12,2,0,0,2,0,1,2,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,2,0,0
3725,739,194,36,1,70,11,21,16,9,0,10,12,10,20,10,11,1,2,3,0,0,0,0,0,1,4,0,19,0,0,0
3509,652,310,27,8,108,0,43,24,4,4,0,24,20,0,5,2,20,6,14,2,10,10,20,10,14,36,11,56,15,0,0
2662,521,250,29,7,0,97,28,24,17,0,0,2,0,0,20,0,15,13,0,22,4,16,10,0,10,11,8,17,21,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
391,106,25,20,10,0,0,29,0,0,4,2,0,5,2,0,0,10,0,0,0,0,10,0,0,0,10,0,2,0,0,5
