n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,n17,n18,n19,n20,n21,n22,n23,n24,n25,n26,n27,n28,n29,n30,n31,n32
2700,470,168,20,96,22,20,100,26,25,10,32,6,18,14,12,10,38,20,10,8,0,16,2,23,0,0,0,44,4,0,7
2657,442,153,20,125,18,18,58,92,10,20,32,14,0,6,38,0,2,10,0,20,20,0,8,50,10,10,10,24,10,0,0
2821,405,213,21,122,38,4,8,136,10,1,12,32,10,6,10,0,10,10,9,20,18,0,26,32,43,10,0,12,4,0,0
2419,432,168,1,62,70,34,24,133,21,10,22,10,14,8,21,12,10,11,18,10,4,2,14,7,39,0,20,26,11,0,0
2016,405,165,12,20,81,22,0,60,42,1,0,23,38,20,14,20,14,14,9,2,6,0,10,2,24,16,0,0,0,0,0
1888,402,203,1,1,85,27,20,12,99,10,0,4,23,4,24,15,3,0,0,0,0,5,40,5,9,24,0,0,1,0,0
2915,443,230,12,0,112,12,14,0,138,0,40,0,10,3,10,14,31,6,20,6,25,7,0,20,22,33,15,0,0,0,0
5620,474,233,6,10,31,126,8,20,147,4,1,30,6,12,14,0,18,38,10,49,0,8,0,24,18,20,30,20,0,0,0
5593,514,245,29,0,11,124,16,12,31,81,1,20,18,8,18,20,6,40,29,28,0,2,4,0,0,38,48,12,10,0,0
4960,405,287,11,16,39,111,14,5,5,150,5,0,2,16,0,24,1,14,2,14,30,5,8,20,37,2,39,54,0,0,0
4008,373,230,24,15,0,89,41,10,6,61,19,12,5,4,4,9,20,22,9,3,0,36,4,7,4,19,4,36,2,0,0
3501,309,169,6,4,2,11,77,8,8,60,16,13,17,4,1,0,13,6,4,0,5,0,16,4,5,15,9,18,29,0,0
2387,265,109,5,10,17,11,39,13,3,0,33,6,9,7,4,5,6,3,8,0,2,2,0,3,3,9,0,0,8,1,0
4465,542,169,7,35,13,7,51,13,7,2,125,9,19,3,6,11,2,5,9,2,0,0,22,6,15,0,0,8,0,25,0
5118,786,192,25,24,3,4,50,87,30,12,114,35,23,1,32,0,0,0,8,8,29,10,0,10,5,0,10,17,12,28,0
5189,907,147,17,26,0,8,12,139,19,30,51,100,16,16,2,15,10,0,14,6,14,40,20,22,32,30,0,10,0,0,32
4994,932,166,22,14,8,6,0,148,0,19,1,126,18,21,4,7,0,4,16,32,32,20,40,2,10,16,20,10,20,0,28
4461,792,160,37,20,26,20,17,71,58,24,2,92,0,16,18,7,11,0,30,22,24,2,20,32,10,2,14,0,0,0,0
1970,442,108,5,24,6,1,2,2,78,12,8,44,22,2,4,4,12,18,0,0,4,11,14,12,12,9,5,3,0,0,0
3330,573,140,13,31,9,36,10,16,96,10,7,42,84,0,6,5,8,17,4,0,13,25,0,19,16,10,10,22,5,0,0
2767,701,155,3,16,7,27,13,13,105,1,4,23,108,1,15,14,28,0,17,18,0,19,8,11,19,10,14,10,0,0,0
826,244,77,1,6,2,5,5,11,9,32,7,3,33,1,0,2,5,4,0,0,0,0,2,4,13,23,2,4,0,0,0
1072,66,9,0,5,2,2,4,0,9,8,0,1,0,0,0,1,0,4,0,0,0,2,4,0,0,6,0,0,0,0,0
1388,12,16,3,0,1,0,5,0,3,0,0,2,0,0,0,2,1,4,1,0,0,0,1,8,0,0,1,0,0,0,0
