n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,n17,n18,n19,n20,n21,n22,n23,n24,n25,n26,n27,n28,n29,n30,n31,n32
1021,32,1,4,3,0,10,14,8,0,0,4,6,11,6,4,0,12,12,0,14,0,0,4,5,16,0,10,6,0,0,0
923,16,10,0,10,10,12,22,0,4,0,4,6,3,0,10,0,6,8,0,14,12,0,6,0,12,4,0,0,0,0,0
995,17,6,0,0,10,0,0,4,0,6,6,14,13,8,4,0,8,14,4,6,12,0,7,0,0,4,6,5,0,0,0
981,22,2,4,4,12,0,0,4,0,10,4,8,3,1,0,6,0,0,12,4,18,4,0,4,6,4,12,34,0,0,0
926,30,12,6,4,0,10,0,12,10,6,4,8,0,19,18,6,0,0,0,10,0,4,0,4,0,15,14,6,0,0,0
979,23,10,5,0,0,6,14,4,0,12,0,0,10,6,4,4,0,0,14,2,7,10,15,20,6,0,10,0,0,0,0
970,24,14,2,0,0,6,0,6,4,0,6,8,4,15,6,6,16,4,0,0,20,0,10,0,4,14,4,4,6,0,0
1539,73,20,24,5,7,10,6,6,30,0,6,6,16,12,3,14,10,14,22,2,6,22,10,8,26,0,11,12,2,1,0
2381,24,53,10,19,10,20,10,0,4,14,10,0,24,10,4,28,10,14,22,10,9,20,26,20,20,20,28,16,10,0,0
2641,36,25,19,13,16,10,20,4,10,14,0,0,41,26,24,0,18,0,8,10,20,11,24,10,10,0,16,2,12,0,0
2134,58,23,0,35,2,0,5,0,10,6,10,24,33,24,1,34,6,10,18,0,0,10,14,0,30,16,0,18,10,0,0
2208,18,26,20,20,15,0,10,0,10,56,12,10,20,12,22,35,17,0,18,10,0,10,18,8,19,10,0,14,2,0,0
2123,56,30,24,6,29,18,0,0,10,0,6,9,10,20,23,24,2,6,12,14,18,50,20,26,10,20,10,0,22,0,0
2021,16,27,12,26,17,52,10,0,0,18,8,0,0,21,16,2,2,15,10,18,0,29,5,28,16,9,8,10,0,0,0
2366,23,31,18,29,16,20,19,20,0,0,18,24,0,10,5,28,29,18,0,8,10,0,19,18,8,0,20,8,0,0,0
2026,14,39,0,16,4,11,10,0,9,16,31,4,10,0,0,12,13,2,32,15,7,0,10,6,13,4,10,16,7,0,0
2086,23,26,10,30,6,6,21,28,5,0,4,20,10,30,10,23,11,22,18,8,10,0,0,20,6,28,10,9,0,0,0
2049,59,39,6,18,14,18,20,10,10,0,0,18,6,20,10,10,13,33,16,10,6,0,19,20,8,10,12,10,10,0,0
1830,51,31,16,22,13,15,1,10,15,14,0,6,19,8,14,11,14,9,2,22,17,0,10,4,9,10,17,20,15,0,0
1891,26,30,9,6,21,15,18,9,24,0,0,20,18,20,0,24,22,8,1,6,26,10,0,10,2,23,14,12,0,0,0
1676,29,4,7,7,18,20,9,1,0,0,0,10,15,0,10,6,10,19,14,18,15,49,3,19,10,4,10,6,0,0,0
1558,27,22,8,0,13,0,10,27,10,33,0,0,30,9,6,10,6,12,2,3,20,18,0,0,14,8,22,6,4,0,0
1945,26,44,10,10,24,33,8,8,11,0,0,10,2,6,10,0,0,22,14,10,37,36,10,20,11,28,0,10,6,0,0
1985,52,10,7,0,10,36,18,0,37,0,0,18,0,28,0,31,10,30,44,5,8,20,0,10,10,20,18,0,10,0,0
